SAMPLE,A-to-G proportion (%)
GSM3578567,23.8095238095238
GSM3578573,14.2857142857143
GSM3578881,28.5714285714286
GSM3578396,66.6666666666667
GSM3578536,50
GSM3578388,50
GSM3578486,57.1428571428571
GSM3578561,27.2727272727273
GSM3578703,30
GSM3578386,33.3333333333333
GSM3578724,42.8571428571429
GSM3578686,40
GSM3578891,50
GSM3578397,100
GSM3578418,40
GSM3578873,50
GSM3578384,100
GSM3578579,25
GSM3578404,20
GSM3578582,16.6666666666667
GSM3578473,100
GSM3578389,100
GSM3578575,40
GSM3578413,30
GSM3578507,50
GSM3578394,50
GSM3578601,12.5
GSM3578847,25
GSM3578581,33.3333333333333
GSM3928569,82.5236328826134
GSM3928356,81.8892261001517
GSM3928566,77.9611980939415
GSM3928476,82.4029737903226
GSM3928358,82.40167918692
GSM3928475,81.6300656554222
GSM896807,83.4961997828447
GSM1833287,83.1306017925736
GSM3928568,84.7383140231722
GSM3928360,85.3228476821192
GSM3928361,85.3354323080649
GSM3928567,78.4500621632822
GSM1160118,85.5707762557078
GSM3928478,85.7393209200438
GSM1833286,83.55
GSM1833283,83.9052535681749
GSM896806,83.749671312122
GSM3928355,82.144031568563
GSM1833284,84.1452344931921
GSM3928477,86.8524332810047
GSM896808,83.3819241982507
GSM3928359,83.315283175129
GSM1160119,82.8873543375054
GSM3928357,82.2290652627397
GSM1833285,85.7902511078287
GSM1598293,83.0106218189865
GSM1598302,83.2063951658589
GSM1598292,80.6793232597185
GSM1598299,81.8177368833203
GSM1598289,77.7908435246159
GSM1598296,81.403967734903
GSM1598301,79.6541136662698
GSM1598297,80.3885333092942
GSM1598295,79.8823016564952
GSM1598303,79.5679810385693
GSM1598284,79.6556226538273
GSM1598294,81.3213053860441
GSM1598283,83.2481907194551
GSM1598287,81.6613969531475
GSM1598298,82.8968903436989
GSM1598285,79.8811846071999
GSM1598286,79.8493044822257
GSM1598290,80.2526084568918
GSM1598300,82.5076850319224
GSM1598282,80.3808628188551
GSM1598288,79.9698542957629
GSM1598291,80.6592667339388
