gse,gsm,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line,srr.count,srr.mean.avgspotlen,srr.total.bytes,srr.total.bases,srr.total.avgreadcount
GSE125616,GSM3578439,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,234925075,553225500,1844085
GSE125616,GSM3578440,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,771542495,1853601300,6178671
GSE125616,GSM3578441,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,746735740,1787107200,5957024
GSE125616,GSM3578442,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,400105663,959052300,3196841
GSE125616,GSM3578443,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,457646208,1090497300,3634991
GSE125616,GSM3578444,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,670490498,1580595000,5268650
GSE125616,GSM3578445,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,299362727,703973700,2346579
GSE125616,GSM3578446,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1037399409,2484924000,8283080
GSE125616,GSM3578447,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,721545762,1742614800,5808716
GSE125616,GSM3578448,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,348419335,823470900,2744903
GSE125616,GSM3578449,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,784663565,1861236000,6204120
GSE125616,GSM3578450,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,923882176,2289570300,7631901
GSE125616,GSM3578451,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,527280839,1257846000,4192820
GSE125616,GSM3578452,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,975618584,2385250200,7950834
GSE125616,GSM3578453,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,643417528,1524679800,5082266
GSE125616,GSM3578454,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,708001104,1681746900,5605823
GSE125616,GSM3578455,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,799892865,1902488100,6341627
GSE125616,GSM3578456,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,754981888,1790685000,5968950
GSE125616,GSM3578457,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,373566453,878559300,2928531
GSE125616,GSM3578458,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,679637784,1615860600,5386202
GSE125616,GSM3578459,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,718340424,1665890700,5552969
GSE125616,GSM3578460,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,953793158,2234581500,7448605
GSE125616,GSM3578461,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,683791731,1609728000,5365760
GSE125616,GSM3578462,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,385072722,896892900,2989643
GSE125616,GSM3578463,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,997344988,2327733300,7759111
GSE125616,GSM3578464,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,933715924,2163660000,7212200
GSE125616,GSM3578465,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,367431992,889580400,2965268
GSE125616,GSM3578466,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,528770438,1239539100,4131797
GSE125616,GSM3578467,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,512957726,1198304700,3994349
GSE125616,GSM3578468,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,553679148,1307511000,4358370
GSE125616,GSM3578469,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,515421859,1231679100,4105597
GSE125616,GSM3578470,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,395301556,945658200,3152194
GSE125616,GSM3578471,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,343215042,795176100,2650587
GSE125616,GSM3578472,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1024806022,2373944700,7913149
GSE125616,GSM3578473,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,253442220,594524700,1981749
GSE125616,GSM3578474,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,294172078,686414400,2288048
GSE125616,GSM3578475,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,886579119,2027202600,6757342
GSE125616,GSM3578476,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,562856397,1321466400,4404888
GSE125616,GSM3578477,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,576034659,1293829200,4312764
GSE125616,GSM3578478,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,165848882,386954100,1289847
GSE125616,GSM3578479,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,228170761,540265200,1800884
GSE125616,GSM3578480,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,360443360,829162500,2763875
GSE125616,GSM3578481,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,147351516,345583200,1151944
GSE125616,GSM3578482,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,143735353,332419800,1108066
GSE125616,GSM3578483,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,196350603,460373700,1534579
GSE125616,GSM3578484,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,717952423,1769540700,5898469
GSE125616,GSM3578485,trophoblast,TRUE,,,,day13 / post-implantation,,1,300,186720034,432453000,1441510
GSE125616,GSM3578486,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,270624212,637756200,2125854
GSE125616,GSM3578487,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,353161089,841051200,2803504
GSE125616,GSM3578488,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,259850760,610395000,2034650
GSE125616,GSM3578489,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,370768041,864360000,2881200
GSE125616,GSM3578490,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,268951622,640554900,2135183
GSE125616,GSM3578491,trophoblast,TRUE,,,,day14 / post-implantation,,1,300,180832166,429867600,1432892
GSE125616,GSM3578492,trophoblast,TRUE,,,,day7 / implantation,,1,300,521774142,1216944600,4056482
GSE125616,GSM3578493,trophoblast,TRUE,,,,day7 / implantation,,1,300,793251589,1805443200,6018144
GSE125616,GSM3578494,trophoblast,TRUE,,,,day7 / implantation,,1,300,732775413,1651420200,5504734
GSE125616,GSM3578495,trophoblast,TRUE,,,,day7 / implantation,,1,300,892713232,2008850100,6696167
GSE125616,GSM3578496,trophoblast,TRUE,,,,day7 / implantation,,1,300,756672700,1697912700,5659709
GSE125616,GSM3578497,trophoblast,TRUE,,,,day7 / implantation,,1,300,572720952,1293429300,4311431
GSE125616,GSM3578498,trophoblast,TRUE,,,,day7 / implantation,,1,300,981019562,2223812700,7412709
GSE125616,GSM3578499,trophoblast,TRUE,,,,day7 / implantation,,1,300,739007386,1671725700,5572419
GSE125616,GSM3578500,trophoblast,TRUE,,,,day7 / implantation,,1,300,985164536,2229954900,7433183
GSE125616,GSM3578501,trophoblast,TRUE,,,,day7 / implantation,,1,300,843113240,1901861400,6339538
GSE125616,GSM3578502,trophoblast,TRUE,,,,day7 / implantation,,1,300,389933230,875029500,2916765
GSE125616,GSM3578503,trophoblast,TRUE,,,,day7 / implantation,,1,300,1102606012,2654486400,8848288
GSE125616,GSM3578504,trophoblast,TRUE,,,,day7 / implantation,,1,300,772568269,1795501200,5985004
GSE125616,GSM3578505,trophoblast,TRUE,,,,day7 / implantation,,1,300,207328406,467200500,1557335
GSE125616,GSM3578506,trophoblast,TRUE,,,,day7 / implantation,,1,300,428875385,974867100,3249557
GSE125616,GSM3578507,trophoblast,TRUE,,,,day7 / implantation,,1,300,208371810,463622400,1545408
GSE125616,GSM3578508,trophoblast,TRUE,,,,day7 / implantation,,1,300,797609333,1813381800,6044606
GSE125616,GSM3578509,trophoblast,TRUE,,,,day7 / implantation,,1,300,645799463,1462313700,4874379
GSE125616,GSM3578510,trophoblast,TRUE,,,,day7 / implantation,,1,300,605309803,1366473300,4554911
GSE125616,GSM3578511,trophoblast,TRUE,,,,day7 / implantation,,1,300,965433145,2164587600,7215292
GSE125616,GSM3578512,trophoblast,TRUE,,,,day7 / implantation,,1,300,615237685,1384821000,4616070
GSE125616,GSM3578513,trophoblast,TRUE,,,,day7 / implantation,,1,300,264385801,581550900,1938503
GSE125616,GSM3578514,trophoblast,TRUE,,,,day7 / implantation,,1,300,547137165,1241489700,4138299
GSE125616,GSM3578515,trophoblast,TRUE,,,,day7 / implantation,,1,300,955920529,2142492000,7141640
GSE125616,GSM3578516,trophoblast,TRUE,,,,day7 / implantation,,1,300,217925351,494460900,1648203
GSE125616,GSM3578517,trophoblast,TRUE,,,,day7 / implantation,,1,300,757030110,1683715200,5612384
GSE125616,GSM3578518,trophoblast,TRUE,,,,day7 / implantation,,1,300,969162156,2174247300,7247491
GSE125616,GSM3578519,trophoblast,TRUE,,,,day7 / implantation,,1,300,597609716,1373591700,4578639
GSE125616,GSM3578520,trophoblast,TRUE,,,,day7 / implantation,,1,300,697437613,1567582500,5225275
GSE125616,GSM3578521,trophoblast,TRUE,,,,day7 / implantation,,1,300,803076969,1811404200,6038014
GSE125616,GSM3578522,trophoblast,TRUE,,,,day7 / implantation,,1,300,531318425,1189555200,3965184
GSE125616,GSM3578523,trophoblast,TRUE,,,,day7 / implantation,,1,300,925096782,2073581400,6911938
GSE125616,GSM3578524,trophoblast,TRUE,,,,day7 / implantation,,1,300,810494600,1805507700,6018359
GSE125616,GSM3578525,trophoblast,TRUE,,,,day7 / implantation,,1,300,759996400,1725212100,5750707
GSE125616,GSM3578526,trophoblast,TRUE,,,,day7 / implantation,,1,300,439175048,971518800,3238396
GSE125616,GSM3578527,trophoblast,TRUE,,,,day7 / implantation,,1,300,397764768,880407900,2934693
GSE125616,GSM3578528,trophoblast,TRUE,,,,day7 / implantation,,1,300,321871958,728906700,2429689
GSE125616,GSM3578529,trophoblast,TRUE,,,,day7 / implantation,,1,300,653309899,1490643900,4968813
GSE125616,GSM3578530,trophoblast,TRUE,,,,day7 / implantation,,1,300,479120518,1083711600,3612372
GSE125616,GSM3578531,trophoblast,TRUE,,,,day7 / implantation,,1,300,597525783,1358773200,4529244
GSE125616,GSM3578532,trophoblast,TRUE,,,,day7 / implantation,,1,300,511114904,1153718400,3845728
GSE125616,GSM3578533,trophoblast,TRUE,,,,day7 / implantation,,1,300,456385316,1021820100,3406067
GSE125616,GSM3578534,trophoblast,TRUE,,,,day7 / implantation,,1,300,539402319,1205992500,4019975
GSE125616,GSM3578535,trophoblast,TRUE,,,,day7 / implantation,,1,300,422000021,955050300,3183501
GSE125616,GSM3578536,trophoblast,TRUE,,,,day7 / implantation,,1,300,265078717,596906400,1989688
GSE125616,GSM3578537,trophoblast,TRUE,,,,day7 / implantation,,1,300,766466753,1745359800,5817866
GSE125616,GSM3578538,trophoblast,TRUE,,,,day7 / implantation,,1,300,623865278,1415536200,4718454
GSE125616,GSM3578539,trophoblast,TRUE,,,,day7 / implantation,,1,300,391176509,880502100,2935007
GSE125616,GSM3578540,trophoblast,TRUE,,,,day7 / implantation,,1,300,282389254,639031500,2130105
GSE125616,GSM3578541,trophoblast,TRUE,,,,day7 / implantation,,1,300,922303771,2085065400,6950218
GSE125616,GSM3578542,trophoblast,TRUE,,,,day7 / implantation,,1,300,966903092,2205907200,7353024
GSE125616,GSM3578543,trophoblast,TRUE,,,,day7 / implantation,,1,300,305078516,691315200,2304384
GSE125616,GSM3578544,trophoblast,TRUE,,,,day7 / implantation,,1,300,556671080,1264110600,4213702
GSE125616,GSM3578545,trophoblast,TRUE,,,,day7 / implantation,,1,300,679816851,1527065700,5090219
GSE125616,GSM3578546,trophoblast,TRUE,,,,day7 / implantation,,1,300,1068350885,2429467200,8098224
GSE125616,GSM3578547,trophoblast,TRUE,,,,day7 / implantation,,1,300,629239570,1474473300,4914911
GSE125616,GSM3578548,trophoblast,TRUE,,,,day7 / implantation,,1,300,453441625,1085522400,3618408
GSE125616,GSM3578549,trophoblast,TRUE,,,,day7 / implantation,,1,300,143744194,338656800,1128856
GSE125616,GSM3578550,trophoblast,TRUE,,,,day7 / implantation,,1,300,381262506,858521100,2861737
GSE125616,GSM3578551,trophoblast,TRUE,,,,day7 / implantation,,1,300,299515618,678754200,2262514
GSE125616,GSM3578552,trophoblast,TRUE,,,,day7 / implantation,,1,300,513578161,1171368900,3904563
GSE125616,GSM3578553,trophoblast,TRUE,,,,day7 / implantation,,1,300,451006419,1057340100,3524467
GSE125616,GSM3578554,trophoblast,TRUE,,,,day7 / implantation,,1,300,520544889,1199373000,3997910
GSE125616,GSM3578555,trophoblast,TRUE,,,,day7 / implantation,,1,300,687117426,1569603600,5232012
GSE125616,GSM3578556,trophoblast,TRUE,,,,day7 / implantation,,1,300,835086182,1856944800,6189816
GSE125616,GSM3578557,trophoblast,TRUE,,,,day7 / implantation,,1,300,481602452,1091422500,3638075
GSE125616,GSM3578558,trophoblast,TRUE,,,,day7 / implantation,,1,300,89315071,196296600,654322
GSE125616,GSM3578559,trophoblast,TRUE,,,,day7 / implantation,,1,300,623670699,1403846700,4679489
GSE125616,GSM3578560,trophoblast,TRUE,,,,day7 / implantation,,1,300,451923049,1034368800,3447896
GSE125616,GSM3578561,trophoblast,TRUE,,,,day7 / implantation,,1,300,467206995,1054603800,3515346
GSE125616,GSM3578562,trophoblast,TRUE,,,,day7 / implantation,,1,300,333121008,755811300,2519371
GSE125616,GSM3578563,trophoblast,TRUE,,,,day7 / implantation,,1,300,142112093,321852900,1072843
GSE125616,GSM3578564,trophoblast,TRUE,,,,day7 / implantation,,1,300,342223332,765070200,2550234
GSE125616,GSM3578565,trophoblast,TRUE,,,,day7 / implantation,,1,300,275739988,605583600,2018612
GSE125616,GSM3578566,trophoblast,TRUE,,,,day7 / implantation,,1,300,224397727,505518900,1685063
GSE125616,GSM3578567,trophoblast,TRUE,,,,day7 / implantation,,1,300,395957269,888974700,2963249
GSE125616,GSM3578568,trophoblast,TRUE,,,,day7 / implantation,,1,300,432364567,973678800,3245596
GSE125616,GSM3578569,trophoblast,TRUE,,,,day7 / implantation,,1,300,376215332,840881700,2802939
GSE125616,GSM3578570,trophoblast,TRUE,,,,day7 / implantation,,1,300,812269029,1827585600,6091952
GSE125616,GSM3578571,trophoblast,TRUE,,,,day7 / implantation,,1,300,462337046,1042005900,3473353
GSE125616,GSM3578572,trophoblast,TRUE,,,,day7 / implantation,,1,300,593044755,1361134200,4537114
GSE125616,GSM3578573,trophoblast,TRUE,,,,day7 / implantation,,1,300,165811962,374357400,1247858
GSE125616,GSM3578574,trophoblast,TRUE,,,,day7 / implantation,,1,300,402910759,899042100,2996807
GSE125616,GSM3578575,trophoblast,TRUE,,,,day7 / implantation,,1,300,329627998,745418400,2484728
GSE125616,GSM3578576,trophoblast,TRUE,,,,day7 / implantation,,1,300,688988993,1498963800,4996546
GSE125616,GSM3578577,trophoblast,TRUE,,,,day7 / implantation,,1,300,369163488,832905000,2776350
GSE125616,GSM3578578,trophoblast,TRUE,,,,day7 / implantation,,1,300,542420880,1218843600,4062812
GSE125616,GSM3578579,trophoblast,TRUE,,,,day7 / implantation,,1,300,360764099,817364400,2724548
GSE125616,GSM3578580,trophoblast,TRUE,,,,day7 / implantation,,1,300,227539668,508927800,1696426
GSE125616,GSM3578581,trophoblast,TRUE,,,,day7 / implantation,,1,300,358385825,796778100,2655927
GSE125616,GSM3578582,trophoblast,TRUE,,,,day7 / implantation,,1,300,239441667,536220600,1787402
GSE125616,GSM3578583,trophoblast,TRUE,,,,day7 / implantation,,1,300,295525178,662907600,2209692
GSE125616,GSM3578584,trophoblast,TRUE,,,,day8 / implantation,,1,300,724059599,1633950000,5446500
GSE125616,GSM3578585,trophoblast,TRUE,,,,day8 / implantation,,1,300,848208538,1909998900,6366663
GSE125616,GSM3578586,trophoblast,TRUE,,,,day8 / implantation,,1,300,631665412,1438068300,4793561
GSE125616,GSM3578587,trophoblast,TRUE,,,,day8 / implantation,,1,300,566550581,1284666900,4282223
GSE125616,GSM3578588,trophoblast,TRUE,,,,day8 / implantation,,1,300,547095113,1259890200,4199634
GSE125616,GSM3578589,trophoblast,TRUE,,,,day8 / implantation,,1,300,715188993,1633801200,5446004
GSE125616,GSM3578590,trophoblast,TRUE,,,,day8 / implantation,,1,300,515226225,1166457300,3888191
GSE125616,GSM3578591,trophoblast,TRUE,,,,day8 / implantation,,1,300,830334445,1892825700,6309419
GSE125616,GSM3578592,trophoblast,TRUE,,,,day8 / implantation,,1,300,687164738,1570307400,5234358
GSE125616,GSM3578593,trophoblast,TRUE,,,,day8 / implantation,,1,300,330681613,755197200,2517324
GSE125616,GSM3578594,trophoblast,TRUE,,,,day8 / implantation,,1,300,680560914,1548744900,5162483
GSE125616,GSM3578595,trophoblast,TRUE,,,,day8 / implantation,,1,300,567554793,1295073000,4316910
GSE125616,GSM3578596,trophoblast,TRUE,,,,day8 / implantation,,1,300,698179214,1599412800,5331376
GSE125616,GSM3578597,trophoblast,TRUE,,,,day8 / implantation,,1,300,570933938,1280520600,4268402
GSE125616,GSM3578598,trophoblast,TRUE,,,,day8 / implantation,,1,300,574643493,1327690200,4425634
GSE125616,GSM3578599,trophoblast,TRUE,,,,day8 / implantation,,1,300,392381629,899812800,2999376
GSE125616,GSM3578600,trophoblast,TRUE,,,,day8 / implantation,,1,300,673220438,1528035300,5093451
GSE125616,GSM3578601,trophoblast,TRUE,,,,day8 / implantation,,1,300,283080527,641179800,2137266
GSE125616,GSM3578602,trophoblast,TRUE,,,,day8 / implantation,,1,300,667340045,1512485100,5041617
GSE125616,GSM3578603,trophoblast,TRUE,,,,day8 / implantation,,1,300,688892667,1572905400,5243018
GSE125616,GSM3578604,trophoblast,TRUE,,,,day8 / implantation,,1,300,773149492,1772552400,5908508
GSE125616,GSM3578605,trophoblast,TRUE,,,,day8 / implantation,,1,300,609289251,1379208600,4597362
GSE125616,GSM3578606,trophoblast,TRUE,,,,day8 / implantation,,1,300,565870204,1281821400,4272738
GSE125616,GSM3578607,trophoblast,TRUE,,,,day8 / implantation,,1,300,521689033,1196091000,3986970
GSE125616,GSM3578608,trophoblast,TRUE,,,,day8 / implantation,,1,300,701204808,1606398000,5354660
GSE125616,GSM3578609,trophoblast,TRUE,,,,day8 / implantation,,1,300,655955509,1482992700,4943309
GSE125616,GSM3578610,trophoblast,TRUE,,,,day8 / implantation,,1,300,415398667,936287100,3120957
GSE125616,GSM3578611,trophoblast,TRUE,,,,day8 / implantation,,1,300,726528167,1650289800,5500966
GSE125616,GSM3578612,trophoblast,TRUE,,,,day8 / implantation,,1,300,629738078,1427280000,4757600
GSE125616,GSM3578613,trophoblast,TRUE,,,,day8 / implantation,,1,300,641581273,1441648500,4805495
GSE125616,GSM3578614,trophoblast,TRUE,,,,day8 / implantation,,1,300,619020352,1391251200,4637504
GSE125616,GSM3578615,trophoblast,TRUE,,,,day8 / implantation,,1,300,740589911,1682076900,5606923
GSE125616,GSM3578616,trophoblast,TRUE,,,,day8 / implantation,,1,300,714460592,1596065700,5320219
GSE125616,GSM3578617,trophoblast,TRUE,,,,day8 / implantation,,1,300,924329844,2087512200,6958374
GSE125616,GSM3578618,trophoblast,TRUE,,,,day8 / implantation,,1,300,833689980,1891424700,6304749
GSE125616,GSM3578619,trophoblast,TRUE,,,,day8 / implantation,,1,300,792364818,1812942600,6043142
GSE125616,GSM3578620,trophoblast,TRUE,,,,day8 / implantation,,1,300,733204846,1668364500,5561215
GSE125616,GSM3578621,trophoblast,TRUE,,,,day8 / implantation,,1,300,890844557,2029308300,6764361
GSE125616,GSM3578622,trophoblast,TRUE,,,,day8 / implantation,,1,300,649498102,1479265500,4930885
GSE125616,GSM3578623,trophoblast,TRUE,,,,day8 / implantation,,1,300,782574096,1778230500,5927435
GSE125616,GSM3578624,trophoblast,TRUE,,,,day8 / implantation,,1,300,376383085,903076800,3010256
GSE125616,GSM3578625,trophoblast,TRUE,,,,day8 / implantation,,1,300,447659618,1078927200,3596424
GSE125616,GSM3578626,trophoblast,TRUE,,,,day8 / implantation,,1,300,528727688,1267971300,4226571
GSE125616,GSM3578627,trophoblast,TRUE,,,,day8 / implantation,,1,300,239809168,574378800,1914596
GSE125616,GSM3578628,trophoblast,TRUE,,,,day8 / implantation,,1,300,339604646,795780600,2652602
GSE125616,GSM3578629,trophoblast,TRUE,,,,day8 / implantation,,1,300,458751769,1107872400,3692908
GSE125616,GSM3578630,trophoblast,TRUE,,,,day8 / implantation,,1,300,670947027,1655623800,5518746
GSE125616,GSM3578631,trophoblast,TRUE,,,,day8 / implantation,,1,300,801747211,1843737300,6145791
GSE125616,GSM3578632,trophoblast,TRUE,,,,day8 / implantation,,1,300,692838349,1584821700,5282739
GSE125616,GSM3578633,trophoblast,TRUE,,,,day8 / implantation,,1,300,582553767,1323105600,4410352
GSE125616,GSM3578634,trophoblast,TRUE,,,,day8 / implantation,,1,300,696053279,1592343900,5307813
GSE125616,GSM3578635,trophoblast,TRUE,,,,day8 / implantation,,1,300,695654436,1638168900,5460563
GSE125616,GSM3578636,trophoblast,TRUE,,,,day8 / implantation,,1,300,496062517,1160642700,3868809
GSE125616,GSM3578637,trophoblast,TRUE,,,,day8 / implantation,,1,300,643349618,1497802500,4992675
