gse,gsm,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line,srr.count,srr.mean.avgspotlen,srr.total.bytes,srr.total.bases,srr.total.avgreadcount
GSE125616,GSM3578816,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,614359478,1460375700,4867919
GSE125616,GSM3578817,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,271234661,644223900,2147413
GSE125616,GSM3578818,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,179279271,408269400,1360898
GSE125616,GSM3578819,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,156082082,365772900,1219243
GSE125616,GSM3578820,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,518336013,1226548500,4088495
GSE125616,GSM3578821,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,244206253,581634900,1938783
GSE125616,GSM3578822,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,186638750,449678100,1498927
GSE125616,GSM3578823,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,247219078,596471400,1988238
GSE125616,GSM3578824,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,204792044,500192700,1667309
GSE125616,GSM3578825,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,272307906,661716900,2205723
GSE125616,GSM3578826,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,105356643,249704700,832349
GSE125616,GSM3578827,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,697177807,1684697400,5615658
GSE125616,GSM3578828,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,84949829,203959500,679865
GSE125616,GSM3578829,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,166205696,401258700,1337529
GSE125616,GSM3578830,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,351367588,855649500,2852165
GSE125616,GSM3578831,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,117596415,283421100,944737
GSE125616,GSM3578832,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,246315394,602941800,2009806
GSE125616,GSM3578833,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,178597172,431553900,1438513
GSE125616,GSM3578834,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,235271281,570198000,1900660
GSE125616,GSM3578835,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,252399310,617978400,2059928
GSE125616,GSM3578836,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,652645466,1574604900,5248683
GSE125616,GSM3578837,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,169396254,408274800,1360916
GSE125616,GSM3578838,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,304606261,733657500,2445525
GSE125616,GSM3578839,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,336037165,814176300,2713921
GSE125616,GSM3578840,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,752996165,1839239700,6130799
GSE125616,GSM3578841,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,392456838,940970100,3136567
GSE125616,GSM3578842,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,125720180,293385300,977951
GSE125616,GSM3578843,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,276336964,663494700,2211649
GSE125616,GSM3578844,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,175327277,421956600,1406522
GSE125616,GSM3578845,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,92747503,222231900,740773
GSE125616,GSM3578846,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,599998067,1463594400,4878648
GSE125616,GSM3578847,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,249390293,584999400,1949998
GSE125616,GSM3578848,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,92290395,218694300,728981
GSE125616,GSM3578849,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,427917086,1038705600,3462352
GSE125616,GSM3578850,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,216267254,521714700,1739049
GSE125616,GSM3578851,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,336087578,816986100,2723287
GSE125616,GSM3578852,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,50139542,118593000,395310
GSE125616,GSM3578853,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,143434137,344613000,1148710
GSE125616,GSM3578854,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,233888898,570337500,1901125
GSE125616,GSM3578855,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,276803262,661464900,2204883
GSE125616,GSM3578856,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,256372294,607175700,2023919
GSE125616,GSM3578857,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,250521379,587677200,1958924
GSE125616,GSM3578858,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,238523661,557211600,1857372
GSE125616,GSM3578859,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,167356556,397356600,1324522
GSE125616,GSM3578860,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,717311155,1773527100,5911757
GSE125616,GSM3578861,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,428034194,1057857600,3526192
GSE125616,GSM3578862,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,515458507,1237498200,4124994
GSE125616,GSM3578863,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,544688501,1342544100,4475147
GSE125616,GSM3578864,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,489271899,1192189500,3973965
GSE125616,GSM3578865,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,630034122,1563680700,5212269
GSE125616,GSM3578866,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,436367283,1103577900,3678593
GSE125616,GSM3578867,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,592989100,1483816500,4946055
GSE125616,GSM3578868,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,670614287,1670998200,5569994
GSE125616,GSM3578869,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,493030682,1238372400,4127908
GSE125616,GSM3578870,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,863461053,2140083600,7133612
GSE125616,GSM3578871,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,744106119,1843827900,6146093
GSE125616,GSM3578872,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,765884401,1918881000,6396270
GSE125616,GSM3578873,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,309198246,761340600,2537802
GSE125616,GSM3578874,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,716072831,1773583500,5911945
GSE125616,GSM3578875,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,173146561,423749700,1412499
GSE125616,GSM3578876,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,439136263,1073242200,3577474
GSE125616,GSM3578877,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,632904981,1568744400,5229148
GSE125616,GSM3578878,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,482574809,1167586200,3891954
GSE125616,GSM3578879,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,507819353,1261487700,4204959
GSE125616,GSM3578880,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,807291573,1988689800,6628966
GSE125616,GSM3578881,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,242938212,603592500,2011975
GSE125616,GSM3578882,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,303690246,746763600,2489212
GSE125616,GSM3578883,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,550641007,1357515600,4525052
GSE125616,GSM3578884,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,444815840,1104344100,3681147
GSE125616,GSM3578885,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,274946429,677711400,2259038
GSE125616,GSM3578886,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,356530372,881524200,2938414
GSE125616,GSM3578887,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,662312652,1638946200,5463154
GSE125616,GSM3578888,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,488786410,1212796500,4042655
GSE125616,GSM3578889,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,223350390,536820300,1789401
GSE125616,GSM3578890,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,707191319,1731700500,5772335
GSE125616,GSM3578891,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,258251746,641158500,2137195
GSE125616,GSM3578892,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,531851943,1295847600,4319492
GSE125616,GSM3578893,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,474325847,1165843500,3886145
GSE125616,GSM3578894,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,218757876,533901000,1779670
GSE125616,GSM3578895,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,424860991,1048956600,3496522
GSE125616,GSM3578896,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,519468926,1283305800,4277686
GSE125616,GSM3578897,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,462783833,1151278800,3837596
GSE125616,GSM3578898,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,746228153,1825591800,6085306
GSE125616,GSM3578899,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,402565671,995510100,3318367
GSE125616,GSM3578900,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,665902640,1649680200,5498934
GSE125616,GSM3578901,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,750169859,1846950900,6156503
GSE125616,GSM3578902,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,794518755,1995675900,6652253
GSE125616,GSM3578903,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,443033921,1094289600,3647632
GSE125616,GSM3578904,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,234314141,567132900,1890443
GSE125616,GSM3578905,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,575467961,1410169200,4700564
GSE125616,GSM3578906,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,549340777,1343745600,4479152
GSE125616,GSM3578907,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,227186728,562206000,1874020
GSE125616,GSM3578908,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,427353822,1069459500,3564865
GSE125616,GSM3578909,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,318575895,785107200,2617024
GSE125616,GSM3578910,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,358375351,891062100,2970207
GSE125616,GSM3578911,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,289867656,723846600,2412822
GSE125616,GSM3578912,trophoblast,TRUE,,,,day9 / post-implantation,,1,300,482869879,1197110400,3990368
GSE125616,GSM3578913,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,476379510,1192266600,3974222
GSE125616,GSM3578914,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,393084831,970457100,3234857
GSE125616,GSM3578915,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,431034004,1073357400,3577858
GSE125616,GSM3578916,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,459979009,1137203100,3790677
GSE125616,GSM3578917,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,311743563,741056700,2470189
GSE125616,GSM3578918,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,529865188,1319520900,4398403
GSE125616,GSM3578919,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,368867608,910932600,3036442
GSE125616,GSM3578920,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,393834126,1000979100,3336597
GSE125616,GSM3578921,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,286123859,743316000,2477720
GSE125616,GSM3578922,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,442443695,1128567600,3761892
GSE125616,GSM3578923,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,426384672,1072446900,3574823
GSE125616,GSM3578924,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,392135722,993829200,3312764
GSE125616,GSM3578925,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,338492935,861711600,2872372
GSE125616,GSM3578926,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,329912935,841843500,2806145
GSE125616,GSM3578927,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,303550615,771944100,2573147
GSE125616,GSM3578928,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,192897597,485057100,1616857
GSE125616,GSM3578929,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,276048351,692282100,2307607
GSE125616,GSM3578930,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,382346819,968026500,3226755
GSE125616,GSM3578931,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,353470190,884749500,2949165
GSE125616,GSM3578932,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,232573681,586063200,1953544
GSE125616,GSM3578933,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,446642235,1119231300,3730771
GSE125616,GSM3578934,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,206960912,516361800,1721206
GSE125616,GSM3578935,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,432861300,1062008700,3540029
GSE125616,GSM3578936,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,551247342,1338798000,4462660
GSE125616,GSM3578937,trophoblast,TRUE,,,,Endometrial / Endometrial,,1,300,426946877,1058048400,3526828
GSE125616,GSM3578306,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,443384860,1116783900,3722613
GSE125616,GSM3578307,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,444793195,1111255800,3704186
GSE125616,GSM3578308,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,487868279,1124133600,3747112
GSE125616,GSM3578309,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,278964250,665529600,2218432
GSE125616,GSM3578310,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,280790961,658943700,2196479
GSE125616,GSM3578311,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,505540061,1203591600,4011972
GSE125616,GSM3578312,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,627355628,1591222800,5304076
GSE125616,GSM3578313,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,566355352,1366755600,4555852
GSE125616,GSM3578314,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,593862163,1473330900,4911103
GSE125616,GSM3578315,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,424474328,1030228200,3434094
GSE125616,GSM3578316,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,385653619,866647800,2888826
GSE125616,GSM3578317,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,544661313,1338220800,4460736
GSE125616,GSM3578318,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,569326183,1460941800,4869806
GSE125616,GSM3578319,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,404203137,1066324800,3554416
GSE125616,GSM3578320,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,482383606,1239462600,4131542
GSE125616,GSM3578321,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,368829434,942383100,3141277
GSE125616,GSM3578322,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,507107986,1284260100,4280867
GSE125616,GSM3578323,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,458004528,1150686900,3835623
GSE125616,GSM3578324,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,474476645,1211424300,4038081
GSE125616,GSM3578325,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,619008180,1518949500,5063165
GSE125616,GSM3578326,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,283415753,703046700,2343489
GSE125616,GSM3578327,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,828701747,2021853900,6739513
GSE125616,GSM3578328,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,269048446,657635100,2192117
GSE125616,GSM3578329,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,494567018,1246938000,4156460
GSE125616,GSM3578330,trophoblast,TRUE,,,,day7 / implantation,,1,300,468228255,1205485200,4018284
GSE125616,GSM3578331,trophoblast,TRUE,,,,day7 / implantation,,1,300,412406695,1071385800,3571286
GSE125616,GSM3578332,trophoblast,TRUE,,,,day7 / implantation,,1,300,537599236,1351321200,4504404
GSE125616,GSM3578333,trophoblast,TRUE,,,,day7 / implantation,,1,300,446035663,1149717900,3832393
GSE125616,GSM3578334,trophoblast,TRUE,,,,day7 / implantation,,1,300,660005483,1685819100,5619397
GSE125616,GSM3578335,trophoblast,TRUE,,,,day7 / implantation,,1,300,596012964,1493568900,4978563
GSE125616,GSM3578336,trophoblast,TRUE,,,,day7 / implantation,,1,300,973248359,2446547700,8155159
GSE125616,GSM3578337,trophoblast,TRUE,,,,day7 / implantation,,1,300,537249742,1386537000,4621790
GSE125616,GSM3578338,trophoblast,TRUE,,,,day7 / implantation,,1,300,528329834,1376950800,4589836
GSE125616,GSM3578339,trophoblast,TRUE,,,,day7 / implantation,,1,300,429455632,1069026300,3563421
GSE125616,GSM3578340,trophoblast,TRUE,,,,day7 / implantation,,1,300,571169710,1509970500,5033235
GSE125616,GSM3578341,trophoblast,TRUE,,,,day7 / implantation,,1,300,497425673,1327878600,4426262
GSE125616,GSM3578342,trophoblast,TRUE,,,,day7 / implantation,,1,300,372621981,980827200,3269424
GSE125616,GSM3578343,trophoblast,TRUE,,,,day7 / implantation,,1,300,385453945,980972700,3269909
GSE125616,GSM3578344,trophoblast,TRUE,,,,day7 / implantation,,1,300,299956012,757869300,2526231
GSE125616,GSM3578345,trophoblast,TRUE,,,,day7 / implantation,,1,300,392959027,999691500,3332305
GSE125616,GSM3578346,trophoblast,TRUE,,,,day7 / implantation,,1,300,312947043,781473600,2604912
GSE125616,GSM3578347,trophoblast,TRUE,,,,day7 / implantation,,1,300,331622721,860682000,2868940
GSE125616,GSM3578348,trophoblast,TRUE,,,,day7 / implantation,,1,300,639862362,1628310900,5427703
GSE125616,GSM3578349,trophoblast,TRUE,,,,day7 / implantation,,1,300,604041068,1539129600,5130432
GSE125616,GSM3578350,trophoblast,TRUE,,,,day7 / implantation,,1,300,456170123,1150716900,3835723
GSE125616,GSM3578351,trophoblast,TRUE,,,,day7 / implantation,,1,300,596944446,1522992600,5076642
GSE125616,GSM3578352,trophoblast,TRUE,,,,day7 / implantation,,1,300,632261367,1594430400,5314768
GSE125616,GSM3578353,trophoblast,TRUE,,,,day7 / implantation,,1,300,530741491,1344780000,4482600
GSE125616,GSM3578354,trophoblast,TRUE,,,,day7 / implantation,,1,300,659293857,1674578100,5581927
GSE125616,GSM3578355,trophoblast,TRUE,,,,day7 / implantation,,1,300,501942489,1275475500,4251585
GSE125616,GSM3578356,trophoblast,TRUE,,,,day7 / implantation,,1,300,456395140,1137733800,3792446
GSE125616,GSM3578357,trophoblast,TRUE,,,,day7 / implantation,,1,300,524809720,1305149100,4350497
GSE125616,GSM3578358,trophoblast,TRUE,,,,day7 / implantation,,1,300,622117607,1582025400,5273418
GSE125616,GSM3578359,trophoblast,TRUE,,,,day7 / implantation,,1,300,675101292,1724064300,5746881
GSE125616,GSM3578360,trophoblast,TRUE,,,,day7 / implantation,,1,300,625194007,1619263800,5397546
GSE125616,GSM3578361,trophoblast,TRUE,,,,day7 / implantation,,1,300,608091216,1472380200,4907934
GSE125616,GSM3578362,trophoblast,TRUE,,,,day7 / implantation,,1,300,493075882,1262010300,4206701
GSE125616,GSM3578363,trophoblast,TRUE,,,,day7 / implantation,,1,300,654231839,1684978800,5616596
GSE125616,GSM3578364,trophoblast,TRUE,,,,day7 / implantation,,1,300,611018070,1556606100,5188687
GSE125616,GSM3578365,trophoblast,TRUE,,,,day7 / implantation,,1,300,622936851,1607830500,5359435
GSE125616,GSM3578366,trophoblast,TRUE,,,,day7 / implantation,,1,300,841990232,2136883500,7122945
GSE125616,GSM3578367,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,766507941,1786784400,5955948
GSE125616,GSM3578368,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,283545602,670698900,2235663
GSE125616,GSM3578369,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,501888959,1179517800,3931726
GSE125616,GSM3578370,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,406275065,954208200,3180694
GSE125616,GSM3578371,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,630588490,1479864600,4932882
GSE125616,GSM3578372,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,1313764863,3137087100,10456957
GSE125616,GSM3578373,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,249258072,580412400,1934708
GSE125616,GSM3578374,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,558316064,1297328100,4324427
GSE125616,GSM3578375,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,175930097,409521900,1365073
GSE125616,GSM3578376,trophoblast,TRUE,,,,day6 / blastocyst,,1,300,489770535,1181631000,3938770
GSE125616,GSM3578377,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,212820090,532503300,1775011
GSE125616,GSM3578378,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,197146793,484887600,1616292
GSE125616,GSM3578379,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,618104887,1488471600,4961572
GSE125616,GSM3578380,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,291885983,721780800,2405936
GSE125616,GSM3578381,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,250412743,600537600,2001792
GSE125616,GSM3578382,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,316596206,775336800,2584456
GSE125616,GSM3578383,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,221704230,538971900,1796573
GSE125616,GSM3578384,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,109332788,266095500,886985
GSE125616,GSM3578385,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,264059785,640796700,2135989
GSE125616,GSM3578386,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,216099233,533004000,1776680
GSE125616,GSM3578387,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,431052210,1072564200,3575214
GSE125616,GSM3578388,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,130483942,314781000,1049270
GSE125616,GSM3578389,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,101855068,251507400,838358
GSE125616,GSM3578390,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,157917883,391703100,1305677
GSE125616,GSM3578391,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,194290355,486219300,1620731
GSE125616,GSM3578392,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,207821107,507701700,1692339
GSE125616,GSM3578393,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,273946432,681750900,2272503
GSE125616,GSM3578394,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,199974252,494375100,1647917
GSE125616,GSM3578395,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,244521306,600583500,2001945
GSE125616,GSM3578396,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,171009244,422832300,1409441
GSE125616,GSM3578397,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,166222762,406579500,1355265
GSE125616,GSM3578398,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,273984403,675647400,2252158
GSE125616,GSM3578399,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,281859590,698864400,2329548
GSE125616,GSM3578400,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,648196641,1610394300,5367981
GSE125616,GSM3578401,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,396220202,974024400,3246748
GSE125616,GSM3578402,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,132929123,319305300,1064351
GSE125616,GSM3578403,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,341280973,848310900,2827703
GSE125616,GSM3578404,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,280927837,690291000,2300970
GSE125616,GSM3578405,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,87881918,212563800,708546
GSE125616,GSM3578406,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,111488111,271653000,905510
GSE125616,GSM3578407,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,752561564,1873777500,6245925
GSE125616,GSM3578408,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,309566354,774824100,2582747
GSE125616,GSM3578409,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,421435772,1050616800,3502056
GSE125616,GSM3578410,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,117075091,275019600,916732
GSE125616,GSM3578411,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,336932095,785156100,2617187
GSE125616,GSM3578412,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,176743491,403244400,1344148
GSE125616,GSM3578413,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,437429466,1025396400,3417988
GSE125616,GSM3578414,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,200715566,486511500,1621705
GSE125616,GSM3578415,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,97455042,234503700,781679
GSE125616,GSM3578416,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,211806842,517462200,1724874
GSE125616,GSM3578417,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,184172866,441749100,1472497
GSE125616,GSM3578418,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,122453390,297501600,991672
GSE125616,GSM3578419,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,841000935,1962195600,6540652
GSE125616,GSM3578420,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,505608300,1205638500,4018795
GSE125616,GSM3578421,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1131667602,2587565700,8625219
GSE125616,GSM3578422,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,301863796,703867200,2346224
GSE125616,GSM3578423,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,999633692,2329603500,7765345
GSE125616,GSM3578424,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,513709051,1232344800,4107816
GSE125616,GSM3578425,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,767058046,1807913700,6026379
GSE125616,GSM3578426,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,781999088,1871928600,6239762
GSE125616,GSM3578427,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,687325850,1665255300,5550851
GSE125616,GSM3578428,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,652976470,1549183800,5163946
GSE125616,GSM3578429,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,682258922,1630986900,5436623
GSE125616,GSM3578430,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1231852402,2939273100,9797577
GSE125616,GSM3578431,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,351493431,856596300,2855321
GSE125616,GSM3578432,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,597767451,1435165500,4783885
GSE125616,GSM3578433,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,610972641,1453491600,4844972
GSE125616,GSM3578434,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1011509086,2418480300,8061601
GSE125616,GSM3578435,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,824225814,1939239900,6464133
GSE125616,GSM3578436,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,1008876117,2433157800,8110526
GSE125616,GSM3578437,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,358228134,840980100,2803267
GSE125616,GSM3578438,trophoblast,TRUE,,,,day10 / post-implantation,,1,300,834973798,2018557200,6728524
