gse,gsm,srr,srr.avgspotlen,srr.bytes,srr.bases,srr.avgreadcount,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line
GSE36552,GSM922216,SRR491031,100,3416292158,4901141700,49011417,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922217,SRR491032,100,2788616679,4008121500,40081215,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922218,SRR491033,100,2086954339,2996359500,29963595,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922219,SRR491034,100,2579324973,3697348700,36973487,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922220,SRR491035,100,2303691942,3300181800,33001818,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922221,SRR491036,100,2613018985,3761805300,37618053,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922222,SRR491037,100,2718094424,3939174200,39391742,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922223,SRR491038,100,3269982623,4751297200,47512972,blastocyst.late,TRUE,,,25~35,,
GSE36552,GSM922224,SRR491039,100,1880067733,2731508400,27315084,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922225,SRR491040,100,1833190354,2667669600,26676696,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922226,SRR491041,100,1677069765,2440733500,24407335,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922227,SRR491042,100,1341563806,1954761600,19547616,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922228,SRR491043,100,2036013439,2972385300,29723853,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922230,SRR491045,100,1400440995,2033639300,20336393,hESC,TRUE,,hESC with 0 passage,25~35,,customized.hESC passage
GSE36552,GSM922250,SRR491065,100,2734252639,4201079700,42010797,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922251,SRR491066,100,2758482775,4211039100,42110391,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922252,SRR491067,100,2281649091,3481766700,34817667,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922253,SRR491068,100,2270029050,3468711900,34687119,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922254,SRR491069,100,2268612380,3578205200,35782052,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922255,SRR491070,100,2087208809,3306657100,33066571,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922256,SRR491071,100,1741758284,2762014200,27620142,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922257,SRR491072,100,1569270246,2489307900,24893079,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922258,SRR491073,100,2121073184,3228051600,32280516,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922259,SRR491074,100,2217978832,3394561200,33945612,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922260,SRR491075,100,2527686425,3882052200,38820522,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922261,SRR491076,100,2332235762,3371576200,33715762,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922262,SRR491077,100,2148177119,3114017400,31140174,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922263,SRR491078,100,1986004108,2878395000,28783950,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922264,SRR491079,100,1999705736,2884306400,28843064,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922265,SRR491080,100,2394853731,3522622200,35226222,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922266,SRR491081,100,2070225967,3048264500,30482645,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922267,SRR491082,100,2545385765,3741861600,37418616,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922268,SRR491083,100,2497683404,3679511800,36795118,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922269,SRR491084,100,1937743182,2911642800,29116428,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922270,SRR491085,100,2088606710,3071813500,30718135,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922271,SRR491086,100,1788070223,2697046900,26970469,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922272,SRR491087,100,2307121647,3462290900,34622909,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922273,SRR491088,100,2083243705,3142858600,31428586,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922274,SRR491089,100,2083495759,3144243300,31442433,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE36552,GSM922275,SRR491090,100,1795193264,2696244600,26962446,hESC,TRUE,,hESC with 10 passages,25~35,,customized.hESC passage
GSE95477,GSM2514771,SRR5295888,200,3757678621,5511813600,27559068,oocyte.GV,TRUE,,,27,,
GSE95477,GSM2514772,SRR5295889,200,4065149726,6211342200,31056711,oocyte.MII,TRUE,,,27,,
GSE95477,GSM2514773,SRR5295890,200,3221279162,4728105200,23640526,oocyte.GV,TRUE,,,29,,
GSE95477,GSM2514774,SRR5295891,200,3895194234,5733207800,28666039,oocyte.MII,TRUE,,,29,,
GSE95477,GSM2514775,SRR5295892,200,3778900001,5725706000,28628530,oocyte.GV,TRUE,,,29,,
GSE95477,GSM2514776,SRR5295893,200,3388098904,5155948400,25779742,oocyte.MII,TRUE,,,29,,
GSE95477,GSM2514777,SRR5295894,200,2832672928,4174603600,20873018,oocyte.GV,TRUE,,,40,,
GSE95477,GSM2514778,SRR5295895,200,3390909350,4960821000,24804105,oocyte.MII,TRUE,,,40,,
GSE95477,GSM2514779,SRR5295896,200,3146365930,4878603800,24393019,oocyte.GV,TRUE,,,29,,
GSE95477,GSM2514780,SRR5295897,200,3863313540,6005016000,30025080,oocyte.MII,TRUE,,,29,,
GSE95477,GSM2514781,SRR5295898,200,3919011441,5756033800,28780169,oocyte.GV,TRUE,,,43,,
GSE95477,GSM2514782,SRR5295899,200,4295185197,6326925600,31634628,oocyte.MII,TRUE,,,43,,
GSE95477,GSM2514783,SRR5295900,200,4040374616,5957846200,29789231,oocyte.GV,TRUE,,,20,,
GSE95477,GSM2514784,SRR5295901,200,4253458899,6288872800,31444364,oocyte.MII,TRUE,,,20,,
GSE95477,GSM2514785,SRR5295902,200,3489681454,5295540200,26477701,oocyte.GV,TRUE,,,40,,
GSE95477,GSM2514786,SRR5295903,200,4258252570,6491540600,32457703,oocyte.MII,TRUE,,,40,,
GSE95477,GSM2514787,SRR5295904,200,3285823924,5083942400,25419712,oocyte.GV,TRUE,,,42,,
GSE95477,GSM2514788,SRR5295905,200,4649766143,7240854400,36204272,oocyte.MII,TRUE,,,42,,
GSE95477,GSM2514789,SRR5295906,200,4606369440,7132124000,35660620,oocyte.GV,TRUE,,,43,,
GSE95477,GSM2514790,SRR5295907,200,3989907259,5855398400,29276992,oocyte.MII,TRUE,,,43,,
GSE65481,GSM1598282,SRR1782580,202,5868216526,9207304632,45580716,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598283,SRR1782581,202,4997067782,7682958496,38034448,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598284,SRR1782582,202,8154327961,12709628910,62918955,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598285,SRR1782583,202,4831487963,7374283508,36506354,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598286,SRR1782584,202,4796939306,7286768422,36073111,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598287,SRR1782585,202,5455517564,8393490668,41551934,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598288,SRR1782586,202,5605432343,8619979532,42673166,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598289,SRR1782587,202,6076378999,9612994766,47589083,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598290,SRR1782588,202,4118535110,6362667508,31498354,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598291,SRR1782589,202,4607832970,7288331902,36080851,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598292,SRR1782590,202,8224637709,13107519622,64888711,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598293,SRR1782591,202,8087670061,12621637710,62483355,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598294,SRR1782592,202,6492196306,10134761372,50172086,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598295,SRR1782593,202,8470269789,13347023750,66074375,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598296,SRR1782594,202,5137201202,8093877804,40068702,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598297,SRR1782595,202,7559572612,11667510102,57759951,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE65481,GSM1598298,SRR1782596,202,7011414386,10817746602,53553201,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598299,SRR1782597,202,8447006632,13023643768,64473484,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598300,SRR1782598,202,7061561298,11064517882,54774841,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598301,SRR1782599,202,7764869249,12066400916,59734658,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598302,SRR1782600,202,6512367071,10205668422,50523111,zygote.2PN,TRUE,viability predicted to be good,,,,
GSE65481,GSM1598303,SRR1782601,202,8302013117,13062493216,64665808,zygote.2PN,FALSE,viability predicted to be bad,,,,
GSE130289,GSM3735366,SRR8952763,202,1141913706,2891035918,14312059,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735361,SRR8952758,202,577353559,1450231124,7179362,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735423,SRR8952820,202,549109413,1411179878,6986039,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735324,SRR8952721,202,564612724,1419963242,7029521,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735402,SRR8952799,300,678824824,1613095500,5376985,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735440,SRR8952837,202,547738017,1409664878,6978539,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735371,SRR8952768,202,674672046,1708321676,8457038,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735316,SRR8952713,202,1755142435,4650917488,23024344,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735417,SRR8952814,202,493471042,1256859958,6222079,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735359,SRR8952756,202,616570624,1567729878,7761039,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735413,SRR8952810,202,653180357,1637946492,8108646,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735306,SRR8952703,300,1113700242,2616692400,8722308,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735334,SRR8952731,202,791121619,2051387972,10155386,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735346,SRR8952743,300,1136533804,2740112100,9133707,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735347,SRR8952744,300,937762663,2224998000,7416660,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735364,SRR8952761,202,642996063,1640158392,8119596,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735406,SRR8952803,300,999100036,2379035700,7930119,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735353,SRR8952750,300,1082277683,2553508800,8511696,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735363,SRR8952760,202,564218037,1433082940,7094470,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735368,SRR8952765,202,666034528,1703506804,8433202,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735383,SRR8952780,300,1231797653,2915965500,9719885,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735387,SRR8952784,300,1105927827,2630244600,8767482,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735437,SRR8952834,202,366540206,940370196,4655298,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735328,SRR8952725,202,399302852,1030599758,5101979,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735338,SRR8952735,202,559532383,1417917184,7019392,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735341,SRR8952738,202,404574768,1002934646,4965023,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735358,SRR8952755,202,584315193,1469359312,7274056,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735367,SRR8952764,202,570971228,1445440492,7155646,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735404,SRR8952801,300,1010923052,2394732300,7982441,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735418,SRR8952815,202,473201970,1209829712,5989256,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735426,SRR8952823,202,605339580,1540700258,7627229,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735441,SRR8952838,202,535963227,1398922922,6925361,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735313,SRR8952710,202,116572619,299286028,1481614,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735336,SRR8952733,202,516075342,1299517106,6433253,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735382,SRR8952779,300,1150688999,2751079800,9170266,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735396,SRR8952793,300,1056881624,2463095400,8210318,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735422,SRR8952819,202,271592574,696341268,3447234,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735331,SRR8952728,202,542771728,1397931102,6920451,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735335,SRR8952732,202,1012361711,2638895882,13063841,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735340,SRR8952737,202,426359880,1071890578,5306389,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735372,SRR8952769,202,494246470,1249871970,6187485,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735380,SRR8952777,300,726675709,1680967800,5603226,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735421,SRR8952818,202,585002464,1519669634,7523117,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735319,SRR8952716,202,513483758,1276674138,6320169,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735348,SRR8952745,300,1133501135,2678428500,8928095,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735434,SRR8952831,202,526564745,1360509390,6735195,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735375,SRR8952772,202,607921798,1544190010,7644505,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735397,SRR8952794,300,1301411420,3051510900,10171703,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735398,SRR8952795,300,1134832217,2699292600,8997642,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735399,SRR8952796,300,1196936042,2838142500,9460475,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735400,SRR8952797,300,977703316,2307352200,7691174,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735403,SRR8952800,300,625462849,1477473900,4924913,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735432,SRR8952829,202,536409224,1373751702,6800751,STB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735321,SRR8952718,202,594207100,1486540826,7359113,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735323,SRR8952720,202,497580727,1245626536,6166468,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735354,SRR8952751,202,515881698,1300226328,6436764,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735356,SRR8952753,202,689430422,1750305760,8664880,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735307,SRR8952704,300,1258143012,2993870100,9979567,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735325,SRR8952722,202,456529288,1095415498,5422849,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735345,SRR8952742,300,1040961500,2494833300,8316111,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735355,SRR8952752,202,604134919,1529242616,7570508,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735390,SRR8952787,300,1009002793,2402004600,8006682,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735391,SRR8952788,300,1046583921,2475210300,8250701,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735415,SRR8952812,202,425457946,1092321262,5407531,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735424,SRR8952821,202,495084865,1272854722,6301261,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735312,SRR8952709,202,618756434,1610740122,7973961,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735326,SRR8952723,202,619365242,1553111946,7688673,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735327,SRR8952724,202,569331306,1474216402,7298101,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735330,SRR8952727,202,597581972,1534315846,7595623,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735360,SRR8952757,202,668196212,1694897564,8390582,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735362,SRR8952759,202,729191007,1860169722,9208761,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735389,SRR8952786,300,1111149526,2649135600,8830452,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735411,SRR8952808,202,602541149,1519763362,7523581,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735438,SRR8952835,202,397929608,1018438752,5041776,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735318,SRR8952715,202,649405822,1710000498,8465349,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735332,SRR8952729,202,617881353,1589549918,7869059,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735309,SRR8952706,202,579551686,1486957552,7361176,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735314,SRR8952711,202,908353641,2342468962,11596381,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735317,SRR8952714,202,635180519,1638558956,8111678,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735337,SRR8952734,202,595447204,1530877806,7578603,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735339,SRR8952736,202,473367722,1206882330,5974665,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735374,SRR8952771,202,530800668,1329625610,6582305,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735384,SRR8952781,300,1259535855,2992402200,9974674,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735416,SRR8952813,202,485021787,1231737218,6097709,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735419,SRR8952816,202,522481517,1332858822,6598311,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735420,SRR8952817,202,654528028,1694541842,8388821,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735425,SRR8952822,202,509683820,1303052510,6450755,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735428,SRR8952825,202,572372062,1478176814,7317707,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735442,SRR8952839,300,1352870313,3237137100,10790457,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735385,SRR8952782,300,1070066565,2549531400,8498438,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735343,SRR8952740,202,704950997,1855921056,9187728,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735394,SRR8952791,300,1076861356,2516794200,8389314,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735414,SRR8952811,202,587815482,1507048674,7460637,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735408,SRR8952805,300,1159557876,2747030400,9156768,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735439,SRR8952836,202,376402514,973865028,4821114,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735342,SRR8952739,202,404710684,1035441900,5125950,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735410,SRR8952807,202,559660373,1419483492,7027146,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735427,SRR8952824,202,514534595,1315938494,6514547,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735429,SRR8952826,202,605182217,1576841290,7806145,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735436,SRR8952833,202,497642531,1273027028,6302114,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735412,SRR8952809,202,541594958,1372765336,6795868,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735333,SRR8952730,202,643785798,1665262548,8243874,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735344,SRR8952741,300,1026284803,2455782900,8185943,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735357,SRR8952754,202,3774206,8393908,41554,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735369,SRR8952766,202,531123982,1351482010,6690505,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735386,SRR8952783,300,1128175082,2616246000,8720820,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735409,SRR8952806,300,1040848483,2453090100,8176967,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735373,SRR8952770,202,695341103,1751858938,8672569,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735392,SRR8952789,300,1153623457,2716729500,9055765,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735443,SRR8952840,300,974887241,2303048400,7676828,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735320,SRR8952717,202,695454743,1730639444,8567522,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735349,SRR8952746,300,1191139576,2839984500,9466615,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735350,SRR8952747,300,1066650970,2501732400,8339108,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735377,SRR8952774,202,535800224,1357106296,6718348,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735352,SRR8952749,300,1744970638,4089381000,13631270,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735365,SRR8952762,202,531024559,1353087304,6698452,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735376,SRR8952773,202,679002611,1730048796,8564598,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735433,SRR8952830,202,541308885,1403563468,6948334,STB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735444,SRR8952841,300,1058807271,2506279500,8354265,CTB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735315,SRR8952712,202,599367249,1467814214,7266407,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735329,SRR8952726,202,486929372,1262444046,6249723,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735370,SRR8952767,202,649028006,1644686222,8142011,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735431,SRR8952828,202,566072225,1438285652,7120226,STB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735308,SRR8952705,300,1215330105,2871995100,9573317,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735388,SRR8952785,300,1072510058,2362277400,7874258,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735395,SRR8952792,300,1196286482,2811613200,9372044,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735407,SRR8952804,300,1141871088,2697567600,8991892,CTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735311,SRR8952708,202,593179642,1544602898,7646549,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735378,SRR8952775,300,937067013,2210605800,7368686,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735379,SRR8952776,300,1071323367,2492936400,8309788,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735430,SRR8952827,202,127811520,329968212,1633506,STB,TRUE,,,,Day 8 (Extended culture),
GSE130289,GSM3735405,SRR8952802,300,991294369,2371759200,7905864,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735351,SRR8952748,300,780423524,1805479800,6018266,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735393,SRR8952790,300,882357636,2080269000,6934230,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735310,SRR8952707,202,658962789,1716189980,8495990,CTB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735322,SRR8952719,202,525322882,1326518648,6566924,STB,TRUE,,,,Day 10 (Extended culture),
GSE130289,GSM3735381,SRR8952778,300,828122715,1914869400,6382898,MTB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735401,SRR8952798,300,764513966,1797869700,5992899,STB,TRUE,,,,Day 12 (Extended culture),
GSE130289,GSM3735435,SRR8952832,202,619943795,1585360842,7848321,CTB,TRUE,,,,Day 8 (Extended culture),
GSE100118,GSM2672034,SRR5710348,202,1199731927,2922815770,14469385,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
GSE100118,GSM2672035,SRR5710349,202,1369495039,3316650120,16419060,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
GSE100118,GSM2672036,SRR5710350,202,661950774,1651872170,8177585,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
GSE100118,GSM2672037,SRR5710351,202,683415232,1714141296,8485848,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
GSE100118,GSM2672038,SRR5710352,202,1120882601,2733219176,13530788,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
GSE100118,GSM2672039,SRR5710353,202,1054041058,2555603808,12651504,blastocyst,FALSE,,Cas9 Injected control 2;Single cell,30 on average,6-7 days post fertilisation,
