,dataset,name,count.5.prime.UTR,count.3.prime.UTR,count.CDS,count.intron
1551,201101-GSE72379-full16-101-101,GSM1861621,22656,354906,10339,4929653
1552,201104-GSE36552-full124-100,GSM896803,6223,162798,3917,449537
1553,201104-GSE36552-full124-100,GSM896804,5864,174035,4224,464819
1554,201104-GSE36552-full124-100,GSM896805,6385,172994,4438,448167
1555,201104-GSE36552-full124-100,GSM896806,7813,197035,4378,588267
1556,201104-GSE36552-full124-100,GSM896807,7068,180738,4393,490194
1557,201104-GSE36552-full124-100,GSM896808,7195,183836,4397,498625
1558,201104-GSE36552-full124-100,GSM896809,8915,204261,4669,711324
1559,201104-GSE36552-full124-100,GSM896810,8650,201335,4767,684499
1560,201104-GSE36552-full124-100,GSM896811,8176,196305,3834,717449
1561,201104-GSE36552-full124-100,GSM896812,8951,195763,4392,678772
1562,201104-GSE36552-full124-100,GSM896813,8241,188942,4026,692780
1563,201104-GSE36552-full124-100,GSM896814,8049,195747,4527,744341
1564,201104-GSE36552-full124-100,GSM896815,3033,147124,1718,393262
1565,201104-GSE36552-full124-100,GSM896816,3677,163272,2296,550566
1566,201104-GSE36552-full124-100,GSM922146,2336,78336,1658,209742
1567,201104-GSE36552-full124-100,GSM922147,1877,69065,1324,161455
1568,201104-GSE36552-full124-100,GSM922148,2295,72163,1356,183262
1569,201104-GSE36552-full124-100,GSM922149,1833,65382,1344,148899
1570,201104-GSE36552-full124-100,GSM922150,3145,88983,2263,411648
1571,201104-GSE36552-full124-100,GSM922151,2801,89175,1806,244794
1572,201104-GSE36552-full124-100,GSM922152,5253,114988,3049,607280
1573,201104-GSE36552-full124-100,GSM922153,2812,92520,1814,250910
1574,201104-GSE36552-full124-100,GSM922154,5529,136492,3079,469524
1575,201104-GSE36552-full124-100,GSM922155,4174,102423,2414,293705
1576,201104-GSE36552-full124-100,GSM922156,4266,123268,2854,420021
1577,201104-GSE36552-full124-100,GSM922157,4335,119494,2803,351137
1578,201104-GSE36552-full124-100,GSM922158,4520,106016,2781,828675
1579,201104-GSE36552-full124-100,GSM922159,5438,109776,2824,851736
1580,201104-GSE36552-full124-100,GSM922160,4878,103800,2754,677782
1581,201104-GSE36552-full124-100,GSM922161,4303,93056,2559,571171
1582,201104-GSE36552-full124-100,GSM922162,3764,85125,2135,473178
1583,201104-GSE36552-full124-100,GSM922163,4052,95542,2289,514591
1584,201104-GSE36552-full124-100,GSM922164,3597,94033,2262,575116
1585,201104-GSE36552-full124-100,GSM922165,5007,101077,2884,494633
1586,201104-GSE36552-full124-100,GSM922166,5513,80950,2307,736216
1587,201104-GSE36552-full124-100,GSM922167,4038,90555,2188,671602
1588,201104-GSE36552-full124-100,GSM922168,5612,92573,2665,878572
1589,201104-GSE36552-full124-100,GSM922169,4850,79122,1781,730271
1590,201104-GSE36552-full124-100,GSM922170,5149,102936,2500,713802
1591,201104-GSE36552-full124-100,GSM922171,5186,88101,2042,580437
1592,201104-GSE36552-full124-100,GSM922172,3328,80322,1845,434468
1593,201104-GSE36552-full124-100,GSM922173,5442,102369,2563,580054
1594,201104-GSE36552-full124-100,GSM922174,5333,107673,2615,682114
1595,201104-GSE36552-full124-100,GSM922175,3543,81403,1836,480924
1596,201104-GSE36552-full124-100,GSM922176,3751,74973,1954,396647
1597,201104-GSE36552-full124-100,GSM922177,3379,78569,1927,423936
1598,201104-GSE36552-full124-100,GSM922178,4037,101952,2311,335937
1599,201104-GSE36552-full124-100,GSM922179,3791,95553,2363,256263
1600,201104-GSE36552-full124-100,GSM922180,1703,33382,436,338775
1601,201104-GSE36552-full124-100,GSM922181,6241,151879,3757,548005
1602,201104-GSE36552-full124-100,GSM922182,4333,113236,3034,335499
1603,201104-GSE36552-full124-100,GSM922183,2970,85014,2195,252153
1604,201104-GSE36552-full124-100,GSM922184,3872,99965,2316,251080
1605,201104-GSE36552-full124-100,GSM922185,1333,27527,443,327995
1606,201104-GSE36552-full124-100,GSM922186,6704,150308,3562,976679
1607,201104-GSE36552-full124-100,GSM922187,6285,147775,3445,831295
1608,201104-GSE36552-full124-100,GSM922188,5941,118315,3076,853887
1609,201104-GSE36552-full124-100,GSM922189,6234,122716,3273,934955
1610,201104-GSE36552-full124-100,GSM922190,4129,103618,2272,460380
1611,201104-GSE36552-full124-100,GSM922191,7260,143549,4009,1185631
1612,201104-GSE36552-full124-100,GSM922192,6620,157244,4522,1116193
1613,201104-GSE36552-full124-100,GSM922193,5849,133952,2868,752081
1614,201104-GSE36552-full124-100,GSM922194,1501,70709,1190,71634
1615,201104-GSE36552-full124-100,GSM922195,1654,94268,1549,100018
1616,201104-GSE36552-full124-100,GSM922196,1946,84308,1428,390239
1617,201104-GSE36552-full124-100,GSM922197,1894,70429,1245,148935
1618,201104-GSE36552-full124-100,GSM922198,1855,84715,1564,129505
1619,201104-GSE36552-full124-100,GSM922199,1488,78143,1097,57917
1620,201104-GSE36552-full124-100,GSM922200,1152,84710,1472,56388
1621,201104-GSE36552-full124-100,GSM922201,1672,101305,1911,129723
1622,201104-GSE36552-full124-100,GSM922202,1512,95498,1835,82321
1623,201104-GSE36552-full124-100,GSM922203,1298,78681,1394,67002
1624,201104-GSE36552-full124-100,GSM922204,2237,107018,1940,180408
1625,201104-GSE36552-full124-100,GSM922205,1749,81417,1133,84735
1626,201104-GSE36552-full124-100,GSM922206,2558,111114,1568,208389
1627,201104-GSE36552-full124-100,GSM922207,2676,104026,1211,269935
1628,201104-GSE36552-full124-100,GSM922208,1471,77900,936,118258
1629,201104-GSE36552-full124-100,GSM922209,2008,107981,1768,429350
1630,201104-GSE36552-full124-100,GSM922210,1028,59818,829,36906
1631,201104-GSE36552-full124-100,GSM922211,1828,82657,1268,102275
1632,201104-GSE36552-full124-100,GSM922212,1248,78731,1000,78427
1633,201104-GSE36552-full124-100,GSM922213,1020,78707,836,100713
1634,201104-GSE36552-full124-100,GSM922214,1038,71056,682,82404
1635,201104-GSE36552-full124-100,GSM922215,1311,95608,1250,144208
1636,201104-GSE36552-full124-100,GSM922216,1500,42069,680,131894
1637,201104-GSE36552-full124-100,GSM922217,1442,74440,900,56992
1638,201104-GSE36552-full124-100,GSM922218,1484,90387,1822,125590
1639,201104-GSE36552-full124-100,GSM922219,1165,59788,1154,52174
1640,201104-GSE36552-full124-100,GSM922220,1360,69950,1324,60092
1641,201104-GSE36552-full124-100,GSM922221,1161,57125,822,93433
1642,201104-GSE36552-full124-100,GSM922222,1407,94733,1354,72730
1643,201104-GSE36552-full124-100,GSM922223,1211,87047,960,135123
1644,201104-GSE36552-full124-100,GSM922224,2631,146080,2007,340944
1645,201104-GSE36552-full124-100,GSM922225,2199,135122,1639,392987
1646,201104-GSE36552-full124-100,GSM922226,3676,143932,2185,484411
1647,201104-GSE36552-full124-100,GSM922227,2526,125366,1588,310726
1648,201104-GSE36552-full124-100,GSM922228,3026,159432,1914,418539
1649,201104-GSE36552-full124-100,GSM922230,3616,144140,1854,391674
1650,201104-GSE36552-full124-100,GSM922250,3109,153736,2075,343442
1651,201104-GSE36552-full124-100,GSM922251,2734,117353,1538,276393
1652,201104-GSE36552-full124-100,GSM922252,1861,90689,1332,142867
1653,201104-GSE36552-full124-100,GSM922253,2595,148988,1735,482096
1654,201104-GSE36552-full124-100,GSM922254,2233,107880,1264,236270
1655,201104-GSE36552-full124-100,GSM922255,3342,134826,1766,323945
1656,201104-GSE36552-full124-100,GSM922256,2305,126192,1378,338209
1657,201104-GSE36552-full124-100,GSM922257,4036,148801,2545,791187
1658,201104-GSE36552-full124-100,GSM922258,1875,52176,674,217525
1659,201104-GSE36552-full124-100,GSM922259,2409,131241,1626,256576
1660,201104-GSE36552-full124-100,GSM922260,1925,71917,1115,278234
1661,201104-GSE36552-full124-100,GSM922261,3341,133507,2203,1167402
1662,201104-GSE36552-full124-100,GSM922262,3145,160729,2204,448393
1663,201104-GSE36552-full124-100,GSM922263,3603,159731,2435,1527704
1664,201104-GSE36552-full124-100,GSM922264,4535,177587,2624,699585
1665,201104-GSE36552-full124-100,GSM922265,4004,178720,3094,543253
1666,201104-GSE36552-full124-100,GSM922266,3902,181406,2712,486373
1667,201104-GSE36552-full124-100,GSM922267,2518,143648,1994,360293
1668,201104-GSE36552-full124-100,GSM922268,6026,199602,3884,786751
1669,201104-GSE36552-full124-100,GSM922269,2754,137717,2075,276590
1670,201104-GSE36552-full124-100,GSM922270,4070,154599,2048,419125
1671,201104-GSE36552-full124-100,GSM922271,1889,79507,1169,427482
1672,201104-GSE36552-full124-100,GSM922272,1965,95132,1286,309599
1673,201104-GSE36552-full124-100,GSM922273,2251,58730,742,711757
1674,201104-GSE36552-full124-100,GSM922274,2884,138956,1864,400851
1675,201104-GSE36552-full124-100,GSM922275,2355,74518,1050,566582
1676,201101-GSE95477-full20-100-100,GSM2514771,9388,215472,6381,592419
1677,201101-GSE95477-full20-100-100,GSM2514772,7553,188117,4828,532038
1678,201101-GSE95477-full20-100-100,GSM2514773,8535,207211,6180,491197
1679,201101-GSE95477-full20-100-100,GSM2514774,7578,197553,5113,462849
1680,201101-GSE95477-full20-100-100,GSM2514775,10215,232098,6440,614092
1681,201101-GSE95477-full20-100-100,GSM2514776,8453,209165,6000,536466
1682,201101-GSE95477-full20-100-100,GSM2514777,8593,221694,6165,585349
1683,201101-GSE95477-full20-100-100,GSM2514778,7699,188647,5238,430880
1684,201101-GSE95477-full20-100-100,GSM2514779,10203,235812,6456,627552
1685,201101-GSE95477-full20-100-100,GSM2514780,8555,204497,5555,501133
1686,201101-GSE95477-full20-100-100,GSM2514781,9284,218542,6126,517974
1687,201101-GSE95477-full20-100-100,GSM2514782,8137,186139,5080,446531
1688,201101-GSE95477-full20-100-100,GSM2514783,9900,224012,6554,591860
1689,201101-GSE95477-full20-100-100,GSM2514784,7767,194345,5424,618131
1690,201101-GSE95477-full20-100-100,GSM2514785,8924,210729,6019,514544
1691,201101-GSE95477-full20-100-100,GSM2514786,7795,205052,5231,610565
1692,201101-GSE95477-full20-100-100,GSM2514787,8492,214980,6109,527291
1693,201101-GSE95477-full20-100-100,GSM2514788,7539,192849,5171,462023
1694,201101-GSE95477-full20-100-100,GSM2514789,10045,226232,7010,774946
1695,201101-GSE95477-full20-100-100,GSM2514790,7913,198359,5468,918181
1696,201031-GSE65481-full22-101-101,GSM1598282,5780,131080,3230,282748
1697,201031-GSE65481-full22-101-101,GSM1598283,4498,128494,2834,577699
1698,201031-GSE65481-full22-101-101,GSM1598284,6894,156415,3792,561591
1699,201031-GSE65481-full22-101-101,GSM1598285,6845,165484,4335,525872
1700,201031-GSE65481-full22-101-101,GSM1598286,5857,151385,3407,383378
1701,201031-GSE65481-full22-101-101,GSM1598287,5564,169772,3965,504997
1702,201031-GSE65481-full22-101-101,GSM1598288,4917,124047,2381,345964
1703,201031-GSE65481-full22-101-101,GSM1598289,8218,174144,4214,553290
1704,201031-GSE65481-full22-101-101,GSM1598290,5840,157949,3447,399259
1705,201031-GSE65481-full22-101-101,GSM1598291,5018,143692,2980,286246
1706,201031-GSE65481-full22-101-101,GSM1598292,6014,174227,3989,401465
1707,201031-GSE65481-full22-101-101,GSM1598293,5317,179275,3429,387883
1708,201031-GSE65481-full22-101-101,GSM1598294,6652,180567,4251,435317
1709,201031-GSE65481-full22-101-101,GSM1598295,4767,147827,2898,317258
1710,201031-GSE65481-full22-101-101,GSM1598296,4922,161859,2988,319681
1711,201031-GSE65481-full22-101-101,GSM1598297,6613,191206,4245,509511
1712,201031-GSE65481-full22-101-101,GSM1598298,6124,170111,4098,379719
1713,201031-GSE65481-full22-101-101,GSM1598299,5432,167319,3480,368488
1714,201031-GSE65481-full22-101-101,GSM1598300,5955,183489,3417,441796
1715,201031-GSE65481-full22-101-101,GSM1598301,6254,167833,3519,420928
1716,201031-GSE65481-full22-101-101,GSM1598302,5453,176415,3412,390946
1717,201031-GSE65481-full22-101-101,GSM1598303,6698,177069,4210,548336
1718,201031-GSE130289-full139-101-101,GSM3735309,8214,132744,4384,817802
1719,201031-GSE130289-full139-101-101,GSM3735310,6782,112503,4731,511899
1720,201031-GSE130289-full139-101-101,GSM3735311,6750,110180,3681,872070
1721,201031-GSE130289-full139-101-101,GSM3735312,6913,109812,4811,666627
1722,201031-GSE130289-full139-101-101,GSM3735313,2331,50749,1950,242443
1723,201031-GSE130289-full139-101-101,GSM3735314,7301,120008,3945,757170
1724,201031-GSE130289-full139-101-101,GSM3735315,6225,120706,4054,615398
1725,201031-GSE130289-full139-101-101,GSM3735316,8114,144528,4832,818686
1726,201031-GSE130289-full139-101-101,GSM3735317,7642,111536,5225,559862
1727,201031-GSE130289-full139-101-101,GSM3735318,6979,142318,5029,1532362
1728,201031-GSE130289-full139-101-101,GSM3735319,6940,106510,5021,444135
1729,201031-GSE130289-full139-101-101,GSM3735320,5939,128639,4512,813259
1730,201031-GSE130289-full139-101-101,GSM3735321,6741,112459,5219,363908
1731,201031-GSE130289-full139-101-101,GSM3735322,8791,128087,5496,1181405
1732,201031-GSE130289-full139-101-101,GSM3735323,8841,150131,4630,2620747
1733,201031-GSE130289-full139-101-101,GSM3735324,7510,143849,5366,1106659
1734,201031-GSE130289-full139-101-101,GSM3735325,5848,120299,4355,574220
1735,201031-GSE130289-full139-101-101,GSM3735326,9506,140237,5873,1401778
1736,201031-GSE130289-full139-101-101,GSM3735327,6861,99919,4512,836811
1737,201031-GSE130289-full139-101-101,GSM3735328,3893,75718,2041,466848
1738,201031-GSE130289-full139-101-101,GSM3735329,5821,123716,3924,893723
1739,201031-GSE130289-full139-101-101,GSM3735330,6810,102829,4285,388818
1740,201031-GSE130289-full139-101-101,GSM3735331,2045,29186,1596,95736
1741,201031-GSE130289-full139-101-101,GSM3735332,8174,122526,4736,747974
1742,201031-GSE130289-full139-101-101,GSM3735333,7487,105436,4646,276268
1743,201031-GSE130289-full139-101-101,GSM3735334,5756,84050,3738,260155
1744,201031-GSE130289-full139-101-101,GSM3735335,5782,110497,3401,921431
1745,201031-GSE130289-full139-101-101,GSM3735336,6794,97878,4777,363356
1746,201031-GSE130289-full139-101-101,GSM3735337,2055,44082,1083,154439
1747,201031-GSE130289-full139-101-101,GSM3735338,5648,73130,2573,368944
1748,201031-GSE130289-full139-101-101,GSM3735339,5292,66427,2964,123852
1749,201031-GSE130289-full139-101-101,GSM3735340,6103,92289,4246,142467
1750,201031-GSE130289-full139-101-101,GSM3735341,3823,78606,2648,260090
1751,201031-GSE130289-full139-101-101,GSM3735342,2570,52867,1775,83492
1752,201031-GSE130289-full139-101-101,GSM3735343,733,16207,395,62493
1753,201031-GSE130289-full139-101-101,GSM3735354,5440,95665,2835,360407
1754,201031-GSE130289-full139-101-101,GSM3735355,5648,107994,3498,503290
1755,201031-GSE130289-full139-101-101,GSM3735356,7056,118707,3986,795987
1756,201031-GSE130289-full139-101-101,GSM3735357,162,4483,140,8439
1757,201031-GSE130289-full139-101-101,GSM3735358,4736,89396,2871,384329
1758,201031-GSE130289-full139-101-101,GSM3735359,6367,96835,3172,544611
1759,201031-GSE130289-full139-101-101,GSM3735360,5218,105644,3258,690889
1760,201031-GSE130289-full139-101-101,GSM3735361,6059,101210,2891,328430
1761,201031-GSE130289-full139-101-101,GSM3735362,5481,107241,2827,308796
1762,201031-GSE130289-full139-101-101,GSM3735363,5922,115465,3843,297746
1763,201031-GSE130289-full139-101-101,GSM3735364,4727,83316,2284,417508
1764,201031-GSE130289-full139-101-101,GSM3735365,5676,109098,3289,260185
1765,201031-GSE130289-full139-101-101,GSM3735366,5990,108780,3202,302652
1766,201031-GSE130289-full139-101-101,GSM3735367,5099,98862,3163,213769
1767,201031-GSE130289-full139-101-101,GSM3735368,4853,93161,3280,273926
1768,201031-GSE130289-full139-101-101,GSM3735369,5352,110577,3820,279594
1769,201031-GSE130289-full139-101-101,GSM3735370,3219,64258,1908,88358
1770,201031-GSE130289-full139-101-101,GSM3735371,5880,115128,4054,278332
1771,201031-GSE130289-full139-101-101,GSM3735372,5119,104061,3222,187151
1772,201031-GSE130289-full139-101-101,GSM3735373,6180,116263,4348,221925
1773,201031-GSE130289-full139-101-101,GSM3735374,5382,103131,3855,176003
1774,201031-GSE130289-full139-101-101,GSM3735375,6704,113420,4425,234210
1775,201031-GSE130289-full139-101-101,GSM3735376,6026,117485,4920,217231
1776,201031-GSE130289-full139-101-101,GSM3735377,3073,77774,1837,425230
1777,201031-GSE130289-full139-101-101,GSM3735410,6782,108272,5094,208077
1778,201031-GSE130289-full139-101-101,GSM3735411,6301,109871,4346,266512
1779,201031-GSE130289-full139-101-101,GSM3735412,5956,105460,4121,213872
1780,201031-GSE130289-full139-101-101,GSM3735413,6028,116817,3860,297629
1781,201031-GSE130289-full139-101-101,GSM3735414,3734,78941,2467,209698
1782,201031-GSE130289-full139-101-101,GSM3735415,6449,116757,3818,444248
1783,201031-GSE130289-full139-101-101,GSM3735416,4669,98259,3065,289321
1784,201031-GSE130289-full139-101-101,GSM3735417,3541,78604,2587,341124
1785,201031-GSE130289-full139-101-101,GSM3735418,5409,81653,3245,449663
1786,201031-GSE130289-full139-101-101,GSM3735419,5145,101794,3803,382979
1787,201031-GSE130289-full139-101-101,GSM3735420,4938,82997,2460,306482
1788,201031-GSE130289-full139-101-101,GSM3735421,6947,109707,4269,740439
1789,201031-GSE130289-full139-101-101,GSM3735422,5316,93664,3311,542474
1790,201031-GSE130289-full139-101-101,GSM3735423,5947,116284,3483,410062
1791,201031-GSE130289-full139-101-101,GSM3735424,6334,109286,3151,335080
1792,201031-GSE130289-full139-101-101,GSM3735425,5480,115299,3490,282714
1793,201031-GSE130289-full139-101-101,GSM3735426,4769,94944,2717,155803
1794,201031-GSE130289-full139-101-101,GSM3735427,6115,111500,3298,337852
1795,201031-GSE130289-full139-101-101,GSM3735428,9604,140530,5228,777480
1796,201031-GSE130289-full139-101-101,GSM3735429,9585,145761,5584,811857
1797,201031-GSE130289-full139-101-101,GSM3735430,3447,51186,2493,205216
1798,201031-GSE130289-full139-101-101,GSM3735431,6305,120248,5192,548690
1799,201031-GSE130289-full139-101-101,GSM3735432,5699,114202,4748,381704
1800,201031-GSE130289-full139-101-101,GSM3735433,5972,111869,5023,509181
1801,201031-GSE130289-full139-101-101,GSM3735434,6229,116837,3744,155028
1802,201031-GSE130289-full139-101-101,GSM3735435,6312,118219,3251,342403
1803,201031-GSE130289-full139-101-101,GSM3735436,5827,108084,3105,90960
1804,201031-GSE130289-full139-101-101,GSM3735437,5374,90757,3464,183515
1805,201031-GSE130289-full139-101-101,GSM3735438,5910,113479,3718,161993
1806,201031-GSE130289-full139-101-101,GSM3735439,3427,75901,2090,278782
1807,201031-GSE130289-full139-101-101,GSM3735440,6663,120872,3798,434034
1808,201031-GSE130289-full139-101-101,GSM3735441,4531,93125,2262,772587
1809,201031-GSE130289-full139-150-150,GSM3735306,7239,127282,4900,445680
1810,201031-GSE130289-full139-150-150,GSM3735307,8747,175200,6643,995454
1811,201031-GSE130289-full139-150-150,GSM3735308,9251,181252,6016,1409246
1812,201031-GSE130289-full139-150-150,GSM3735344,3289,84096,2650,808208
1813,201031-GSE130289-full139-150-150,GSM3735345,7666,125869,3866,1916905
1814,201031-GSE130289-full139-150-150,GSM3735346,5523,118815,4670,920089
1815,201031-GSE130289-full139-150-150,GSM3735347,5485,92156,3435,455859
1816,201031-GSE130289-full139-150-150,GSM3735348,6933,132101,4116,2217508
1817,201031-GSE130289-full139-150-150,GSM3735349,6619,135205,5329,539235
1818,201031-GSE130289-full139-150-150,GSM3735350,5688,100226,3911,600172
1819,201031-GSE130289-full139-150-150,GSM3735351,5065,98803,3789,400177
1820,201031-GSE130289-full139-150-150,GSM3735352,6923,125101,4878,883998
1821,201031-GSE130289-full139-150-150,GSM3735353,5716,104055,3856,582309
1822,201031-GSE130289-full139-150-150,GSM3735378,5451,94503,4095,209909
1823,201031-GSE130289-full139-150-150,GSM3735379,6313,116191,4107,285783
1824,201031-GSE130289-full139-150-150,GSM3735380,5214,118573,3853,202437
1825,201031-GSE130289-full139-150-150,GSM3735381,5764,100520,3865,242866
1826,201031-GSE130289-full139-150-150,GSM3735382,4794,104266,2920,464881
1827,201031-GSE130289-full139-150-150,GSM3735383,8320,118566,4939,401172
1828,201031-GSE130289-full139-150-150,GSM3735384,6006,115827,4008,268909
1829,201031-GSE130289-full139-150-150,GSM3735385,4427,72842,2909,151673
1830,201031-GSE130289-full139-150-150,GSM3735386,6657,128280,4398,265098
1831,201031-GSE130289-full139-150-150,GSM3735387,6011,114670,3940,452289
1832,201031-GSE130289-full139-150-150,GSM3735388,6094,78315,3005,611205
1833,201031-GSE130289-full139-150-150,GSM3735389,6363,112579,3600,444702
1834,201031-GSE130289-full139-150-150,GSM3735390,10483,163077,6160,1086153
1835,201031-GSE130289-full139-150-150,GSM3735391,6588,132478,5104,708824
1836,201031-GSE130289-full139-150-150,GSM3735392,10885,156155,6844,1210137
1837,201031-GSE130289-full139-150-150,GSM3735393,8240,137398,5667,470721
1838,201031-GSE130289-full139-150-150,GSM3735394,7884,137797,5521,697365
1839,201031-GSE130289-full139-150-150,GSM3735395,9469,138804,5784,461558
1840,201031-GSE130289-full139-150-150,GSM3735396,7786,160454,5387,447851
1841,201031-GSE130289-full139-150-150,GSM3735397,9103,158435,5451,688347
1842,201031-GSE130289-full139-150-150,GSM3735398,9485,170382,5833,712113
1843,201031-GSE130289-full139-150-150,GSM3735399,8515,135418,4462,564275
1844,201031-GSE130289-full139-150-150,GSM3735400,4106,73172,2843,1414729
1845,201031-GSE130289-full139-150-150,GSM3735401,3589,54227,1747,1896959
1846,201031-GSE130289-full139-150-150,GSM3735402,922,17711,580,396769
1847,201031-GSE130289-full139-150-150,GSM3735403,3671,48054,1537,1621992
1848,201031-GSE130289-full139-150-150,GSM3735404,5570,77388,2686,1611988
1849,201031-GSE130289-full139-150-150,GSM3735405,7125,145357,4546,1390303
1850,201031-GSE130289-full139-150-150,GSM3735406,5965,111282,3375,588600
1851,201031-GSE130289-full139-150-150,GSM3735407,17011,176018,7901,877346
1852,201031-GSE130289-full139-150-150,GSM3735408,7891,141433,4588,701034
1853,201031-GSE130289-full139-150-150,GSM3735409,7890,137693,4639,483212
1854,201031-GSE130289-full139-150-150,GSM3735442,5025,89123,2721,254415
1855,201031-GSE130289-full139-150-150,GSM3735443,5337,87792,3627,362667
1856,201031-GSE130289-full139-150-150,GSM3735444,5380,108511,3715,441239
1857,201101-GSE100118-full92-101-101,GSM2672034,2061,37354,1045,335921
1858,201101-GSE100118-full92-101-101,GSM2672035,555,8786,313,20371
1859,201101-GSE100118-full92-101-101,GSM2672036,1489,12792,590,53478
1860,201101-GSE100118-full92-101-101,GSM2672037,2125,38431,1278,27239
1861,201101-GSE100118-full92-101-101,GSM2672038,3013,59184,1338,83099
1862,201101-GSE100118-full92-101-101,GSM2672039,6049,101121,2749,648550
1863,201101-GSE100118-full92-101-101,GSM2672040,3173,66574,1918,86340
1864,201101-GSE100118-full92-101-101,GSM2672041,1959,47208,1278,43141
1865,201101-GSE100118-full92-101-101,GSM2672042,951,19582,466,103769
1866,201101-GSE100118-full92-101-101,GSM2672043,308,6554,237,8971
1867,201101-GSE100118-full92-101-101,GSM2672044,0,0,0,64
1868,201101-GSE100118-full92-101-101,GSM2672045,0,94,9,435
1869,201101-GSE100118-full92-101-101,GSM2672046,4147,71059,1696,617703
1870,201101-GSE100118-full92-101-101,GSM2672047,161,1885,40,15279
1871,201101-GSE100118-full92-101-101,GSM2672048,0,371,21,10982
1872,201101-GSE100118-full92-101-101,GSM2672049,17,561,0,10823
1873,201101-GSE100118-full92-101-101,GSM2672050,2910,58980,1690,311301
1874,201101-GSE100118-full92-101-101,GSM2672051,2269,47923,1111,405951
1875,201101-GSE100118-full92-101-101,GSM2672052,6643,97031,3390,617553
1876,201101-GSE100118-full92-101-101,GSM2672053,27,575,0,8071
1877,201101-GSE100118-full92-101-101,GSM2672054,537,16742,414,126407
1878,201101-GSE100118-full92-101-101,GSM2672055,1036,19959,318,42612
1879,201101-GSE100118-full92-101-101,GSM2672056,9927,132351,3772,1751043
1880,201101-GSE100118-full92-101-101,GSM2672057,4834,104378,2536,262245
1881,201101-GSE100118-full92-101-101,GSM2672058,4097,109333,2712,387491
1882,201101-GSE100118-full92-101-101,GSM2672059,10618,174726,5163,2588263
1883,201101-GSE100118-full92-101-101,GSM2672060,2596,67465,1770,251415
1884,201101-GSE100118-full92-101-101,GSM2672061,5797,87851,3015,537287
1885,201101-GSE100118-full92-101-101,GSM2672062,837,12032,628,22555
1886,201101-GSE100118-full92-101-101,GSM2672063,283,4832,305,61755
1887,201101-GSE100118-full92-101-101,GSM2672064,161,2704,48,25309
1888,201101-GSE100118-full92-101-101,GSM2672065,233,5649,162,38621
1889,201101-GSE100118-full92-101-101,GSM2672066,6958,112654,3982,755333
1890,201101-GSE100118-full92-101-101,GSM2672067,3293,77227,2619,194290
1891,201101-GSE100118-full92-101-101,GSM2672068,11973,144248,5819,1062426
1892,201101-GSE100118-full92-101-101,GSM2672069,6552,91574,3571,602754
1893,201101-GSE100118-full92-101-101,GSM2672070,104,3021,114,31732
1894,201101-GSE100118-full92-101-101,GSM2672071,174,632,23,3283
1895,201101-GSE100118-full92-101-101,GSM2672072,1596,26452,1235,248426
1896,201101-GSE100118-full92-101-101,GSM2672073,348,6566,138,107691
1897,201101-GSE100118-full92-101-101,GSM2672074,188,2813,30,24575
1898,201101-GSE100118-full92-101-101,GSM2672075,5946,81776,3301,379314
1899,201101-GSE100118-full92-101-101,GSM2672076,4184,84500,3287,141304
1900,201101-GSE100118-full92-101-101,GSM2672077,6241,90109,2848,464026
1901,201101-GSE100118-full92-101-101,GSM2672078,5079,88360,2148,200707
1902,201101-GSE100118-full92-101-101,GSM2672079,436,17687,294,14541
1903,201101-GSE100118-full92-101-101,GSM2672080,2925,46790,1856,313175
1904,201101-GSE100118-full92-101-101,GSM2672081,2290,51081,1286,35241
1905,201101-GSE100118-full92-101-101,GSM2672082,531,9405,335,162862
1906,201101-GSE100118-full92-101-101,GSM2672083,557,11574,248,135249
1907,201101-GSE100118-full92-101-101,GSM2672084,580,11972,373,11661
1908,201101-GSE100118-full92-101-101,GSM2672085,1242,20977,795,131049
1909,201101-GSE100118-full92-101-101,GSM2672086,10127,140315,4629,1791536
1910,201101-GSE100118-full92-101-101,GSM2672087,2098,19863,591,386627
1911,201101-GSE100118-full92-101-101,GSM2672088,2131,54624,1582,21868
1912,201101-GSE100118-full92-101-101,GSM2672089,4304,67317,1972,407790
1913,201101-GSE100118-full92-101-101,GSM2672090,1288,16425,603,249871
1914,201101-GSE100118-full92-101-101,GSM2672091,2133,41219,1135,407621
1915,201101-GSE100118-full92-101-101,GSM2672092,5994,58625,2496,700562
1916,201101-GSE100118-full92-101-101,GSM2672093,219,7605,224,30423
1917,201101-GSE100118-full92-101-101,GSM2672094,145,5027,91,22220
1918,201101-GSE100118-full92-101-101,GSM2672095,510,9627,271,6156
1919,201101-GSE100118-full92-101-101,GSM2672096,455,18238,200,49684
1920,201101-GSE100118-full92-101-101,GSM2672097,13542,168995,6630,1271302
1921,201101-GSE100118-full92-101-101,GSM2672098,10256,112779,4487,812202
1922,201101-GSE100118-full92-101-101,GSM2672099,265,9453,237,8916
1923,201101-GSE100118-full92-101-101,GSM2672100,0,139,2,1528
1924,201101-GSE100118-full92-101-101,GSM2672101,79,1179,72,8185
1925,201101-GSE100118-full92-101-101,GSM2672102,72,838,64,6489
1926,201101-GSE100118-full92-101-101,GSM2672103,2170,37811,1104,253160
1927,201101-GSE100118-full92-101-101,GSM2672104,42,3157,65,13638
1928,201101-GSE100118-full92-101-101,GSM2672105,291,3293,271,13396
1929,201101-GSE100118-full92-101-101,GSM2672106,367,4918,139,21120
