,dataset,name,count.5.prime.UTR,count.3.prime.UTR,count.CDS,count.intron
112,200924-GSE133854-all296-90-90,GSM3928411,6015,91789,2896,473771
113,200924-GSE133854-all296-90-90,GSM3928475,6593,138525,3539,313737
114,200924-GSE133854-all296-90-90,GSM3928476,8878,174692,5140,429319
115,200924-GSE133854-all296-90-90,GSM3928487,7712,133605,3718,443020
116,200924-GSE133854-all296-90-90,GSM3928488,6798,123447,3788,438784
117,200924-GSE133854-all296-90-90,GSM3928489,4469,88801,2226,230952
118,200924-GSE133854-all296-90-90,GSM3928490,8006,141766,4343,527405
119,200924-GSE133854-all296-90-90,GSM3928497,9470,150775,4448,1378627
120,200924-GSE133854-all296-90-90,GSM3928498,8999,130282,4090,776566
121,200924-GSE133854-all296-90-90,GSM3928499,8757,131687,3854,826053
122,200924-GSE133854-all296-90-90,GSM3928500,9845,141064,4246,806981
123,200924-GSE133854-all296-90-90,GSM3928501,9747,129115,4225,824295
124,200924-GSE133854-all296-90-90,GSM3928502,11101,143645,4668,843499
125,200924-GSE133854-all296-90-90,GSM3928503,11405,140828,4804,1023233
126,200924-GSE133854-all296-90-90,GSM3928504,10421,148671,5260,933737
127,200924-GSE133854-all296-90-90,GSM3928566,3506,66286,1675,150455
128,200924-GSE133854-all296-90-90,GSM3928567,4661,86389,2240,196748
129,200924-GSE133854-all296-90-90,GSM3928580,6154,120297,3603,461277
130,200924-GSE133854-all296-90-90,GSM3928581,6914,122304,3555,513304
131,200924-GSE133854-all296-90-90,GSM3928582,4070,87068,2221,256652
132,200924-GSE133854-all296-90-90,GSM3928583,5240,107758,2452,349997
133,200924-GSE133854-all296-90-90,GSM3928591,4041,65434,1584,221595
134,200924-GSE133854-all296-90-90,GSM3928592,3191,51600,1570,202859
135,200924-GSE133854-all296-90-90,GSM3928593,4089,70747,1971,234742
136,200924-GSE133854-all296-90-90,GSM3928594,3700,69195,1765,244760
137,200924-GSE133854-all296-90-90,GSM3928595,2878,48835,1255,216325
138,200924-GSE133854-all296-90-90,GSM3928596,6319,105888,2166,645888
139,200924-GSE133854-all296-90-90,GSM3928597,8579,115003,3768,528813
140,200924-GSE133854-all296-150-150,GSM3928360,4370,133983,2954,227768
141,200924-GSE133854-all296-150-150,GSM3928361,2339,110147,1809,154478
142,200924-GSE133854-all296-150-150,GSM3928362,7113,164819,3581,415357
143,200924-GSE133854-all296-150-150,GSM3928363,8210,192351,4339,723243
144,200924-GSE133854-all296-150-150,GSM3928364,9340,189345,5313,552023
145,200924-GSE133854-all296-150-150,GSM3928365,13797,229618,7215,1619491
146,200924-GSE133854-all296-150-150,GSM3928366,8040,166362,5185,501313
147,200924-GSE133854-all296-150-150,GSM3928367,7741,168976,4716,509537
148,200924-GSE133854-all296-150-150,GSM3928368,8068,148739,5004,392449
149,200924-GSE133854-all296-150-150,GSM3928369,8359,159857,5423,471106
150,200924-GSE133854-all296-150-150,GSM3928370,6559,144880,3774,367344
151,200924-GSE133854-all296-150-150,GSM3928371,6962,128278,3934,312943
152,200924-GSE133854-all296-150-150,GSM3928381,8134,126974,3628,692226
153,200924-GSE133854-all296-150-150,GSM3928382,6143,105437,3075,458302
154,200924-GSE133854-all296-150-150,GSM3928383,6491,120713,3691,542097
155,200924-GSE133854-all296-150-150,GSM3928384,6895,129877,3478,670116
156,200924-GSE133854-all296-150-150,GSM3928385,6943,131872,3677,534165
157,200924-GSE133854-all296-150-150,GSM3928386,7146,134050,3630,538477
158,200924-GSE133854-all296-150-150,GSM3928387,7176,128768,3854,569677
159,200924-GSE133854-all296-150-150,GSM3928388,6600,129107,3129,501269
160,200924-GSE133854-all296-150-150,GSM3928389,8176,139588,4667,667629
161,200924-GSE133854-all296-150-150,GSM3928390,8120,126923,3698,743695
162,200924-GSE133854-all296-150-150,GSM3928391,7005,128376,3767,544875
163,200924-GSE133854-all296-150-150,GSM3928392,5857,116565,3516,493411
164,200924-GSE133854-all296-150-150,GSM3928412,7497,128522,4029,844128
165,200924-GSE133854-all296-150-150,GSM3928413,7842,143399,4248,888727
166,200924-GSE133854-all296-150-150,GSM3928414,6846,128159,3515,730753
167,200924-GSE133854-all296-150-150,GSM3928415,7515,126937,3723,557091
168,200924-GSE133854-all296-150-150,GSM3928416,8304,145110,4310,942206
169,200924-GSE133854-all296-150-150,GSM3928417,7284,131090,4121,1053650
170,200924-GSE133854-all296-150-150,GSM3928418,6518,128394,3120,799772
171,200924-GSE133854-all296-150-150,GSM3928419,7100,129148,3988,982877
172,200924-GSE133854-all296-150-150,GSM3928420,7125,118816,4013,761747
173,200924-GSE133854-all296-150-150,GSM3928421,6547,112112,3717,620567
174,200924-GSE133854-all296-150-150,GSM3928422,5381,101248,2635,422229
175,200924-GSE133854-all296-150-150,GSM3928423,6351,112297,3472,642418
176,200924-GSE133854-all296-150-150,GSM3928424,6145,109411,3600,629050
177,200924-GSE133854-all296-150-150,GSM3928425,5742,98524,3187,630877
178,200924-GSE133854-all296-150-150,GSM3928426,6841,114820,3630,841054
179,200924-GSE133854-all296-150-150,GSM3928427,7735,156155,4872,1215452
180,200924-GSE133854-all296-150-150,GSM3928428,7386,151694,4117,1166596
181,200924-GSE133854-all296-150-150,GSM3928429,6595,148874,3501,1255530
182,200924-GSE133854-all296-150-150,GSM3928430,8169,166852,4024,1460124
183,200924-GSE133854-all296-150-150,GSM3928431,5862,142631,3753,886790
184,200924-GSE133854-all296-150-150,GSM3928432,5854,144578,3697,961298
185,200924-GSE133854-all296-150-150,GSM3928433,5341,130980,3144,1013851
186,200924-GSE133854-all296-150-150,GSM3928434,6377,144910,3533,1127960
187,200924-GSE133854-all296-150-150,GSM3928435,4032,108078,2549,704343
188,200924-GSE133854-all296-150-150,GSM3928436,4797,131193,3051,1001518
189,200924-GSE133854-all296-150-150,GSM3928437,5437,129164,2978,686714
190,200924-GSE133854-all296-150-150,GSM3928438,7324,150993,3936,936924
191,200924-GSE133854-all296-150-150,GSM3928439,5238,127149,3357,1021300
192,200924-GSE133854-all296-150-150,GSM3928440,4502,112714,2614,822825
193,200924-GSE133854-all296-150-150,GSM3928441,7373,140073,3324,1182981
194,200924-GSE133854-all296-150-150,GSM3928442,3302,94375,1854,587132
195,200924-GSE133854-all296-150-150,GSM3928443,6845,144480,3520,1302297
196,200924-GSE133854-all296-150-150,GSM3928444,1722,50065,1360,81151
197,200924-GSE133854-all296-150-150,GSM3928445,4360,110422,2543,788656
198,200924-GSE133854-all296-150-150,GSM3928446,8688,168490,4853,1548819
199,200924-GSE133854-all296-150-150,GSM3928447,7787,158435,4594,1211078
200,200924-GSE133854-all296-150-150,GSM3928448,8210,156149,4094,1361168
201,200924-GSE133854-all296-150-150,GSM3928449,8972,178463,5004,1679747
202,200924-GSE133854-all296-150-150,GSM3928450,7214,148707,3866,1027378
203,200924-GSE133854-all296-150-150,GSM3928451,8272,174599,5340,1444883
204,200924-GSE133854-all296-150-150,GSM3928452,6049,140094,3857,1030229
205,200924-GSE133854-all296-150-150,GSM3928453,6361,128018,3239,841056
206,200924-GSE133854-all296-150-150,GSM3928454,7589,136611,4417,779101
207,200924-GSE133854-all296-150-150,GSM3928455,7634,136974,5000,762558
208,200924-GSE133854-all296-150-150,GSM3928456,6918,114570,3839,830827
209,200924-GSE133854-all296-150-150,GSM3928457,5105,107877,3764,704043
210,200924-GSE133854-all296-150-150,GSM3928458,6178,108364,3534,797727
211,200924-GSE133854-all296-150-150,GSM3928459,1616,35681,682,64127
212,200924-GSE133854-all296-150-150,GSM3928460,6208,109139,3642,655131
213,200924-GSE133854-all296-150-150,GSM3928461,5831,116408,3656,665722
214,200924-GSE133854-all296-150-150,GSM3928462,6629,115236,3659,561223
215,200924-GSE133854-all296-150-150,GSM3928463,6619,106678,3384,622992
216,200924-GSE133854-all296-150-150,GSM3928464,5878,129823,3261,786081
217,200924-GSE133854-all296-150-150,GSM3928465,6073,119468,3585,543105
218,200924-GSE133854-all296-150-150,GSM3928466,4608,99156,2951,609187
219,200924-GSE133854-all296-150-150,GSM3928467,6294,117458,3527,851497
220,200924-GSE133854-all296-150-150,GSM3928468,7105,147479,4501,709239
221,200924-GSE133854-all296-150-150,GSM3928469,9021,151937,5394,1113497
222,200924-GSE133854-all296-150-150,GSM3928470,9108,140161,4230,830862
223,200924-GSE133854-all296-150-150,GSM3928471,8536,133087,4658,848812
224,200924-GSE133854-all296-150-150,GSM3928472,8663,139431,4760,1011395
225,200924-GSE133854-all296-150-150,GSM3928473,8486,145550,4838,997077
226,200924-GSE133854-all296-150-150,GSM3928474,10252,164984,5668,1420997
227,200924-GSE133854-all296-150-150,GSM3928477,1525,91472,1117,121760
228,200924-GSE133854-all296-150-150,GSM3928478,1474,75645,965,84101
229,200924-GSE133854-all296-150-150,GSM3928479,11610,223901,7143,702049
230,200924-GSE133854-all296-150-150,GSM3928480,12227,224038,7076,681096
231,200924-GSE133854-all296-150-150,GSM3928481,11585,214190,6577,932168
232,200924-GSE133854-all296-150-150,GSM3928482,14153,231770,7385,1092367
233,200924-GSE133854-all296-150-150,GSM3928483,4335,146742,3113,289550
234,200924-GSE133854-all296-150-150,GSM3928484,7503,177251,4366,456543
235,200924-GSE133854-all296-150-150,GSM3928485,5275,145389,3711,332409
236,200924-GSE133854-all296-150-150,GSM3928486,5769,144517,3826,329163
237,200924-GSE133854-all296-150-150,GSM3928491,5617,119279,3150,352790
238,200924-GSE133854-all296-150-150,GSM3928492,4718,116710,2688,302294
239,200924-GSE133854-all296-150-150,GSM3928493,2367,71198,1515,142567
240,200924-GSE133854-all296-150-150,GSM3928494,2340,83426,1534,164946
241,200924-GSE133854-all296-150-150,GSM3928495,2725,87272,1734,186134
242,200924-GSE133854-all296-150-150,GSM3928496,3818,105504,2292,264008
243,200924-GSE133854-all296-150-150,GSM3928505,7870,97836,3421,635154
244,200924-GSE133854-all296-150-150,GSM3928506,7851,93084,3319,650818
245,200924-GSE133854-all296-150-150,GSM3928507,4546,82871,2424,432402
246,200924-GSE133854-all296-150-150,GSM3928508,8055,94814,3181,602975
247,200924-GSE133854-all296-150-150,GSM3928509,8400,98363,3714,697155
248,200924-GSE133854-all296-150-150,GSM3928510,8385,114157,3682,776663
249,200924-GSE133854-all296-150-150,GSM3928511,8027,100820,3290,734239
250,200924-GSE133854-all296-150-150,GSM3928512,4811,63129,2056,391516
251,200924-GSE133854-all296-150-150,GSM3928513,4208,66587,1598,277517
252,200924-GSE133854-all296-150-150,GSM3928514,6759,99900,3220,562349
253,200924-GSE133854-all296-150-150,GSM3928515,7701,86858,3093,518905
254,200924-GSE133854-all296-150-150,GSM3928516,2850,57964,1364,307853
255,200924-GSE133854-all296-150-150,GSM3928517,4000,63966,1664,243393
256,200924-GSE133854-all296-150-150,GSM3928518,4874,74346,2010,383113
257,200924-GSE133854-all296-150-150,GSM3928519,3002,60263,1742,226416
258,200924-GSE133854-all296-150-150,GSM3928520,10212,179027,5300,996644
259,200924-GSE133854-all296-150-150,GSM3928521,6092,109269,3035,677169
260,200924-GSE133854-all296-150-150,GSM3928522,10618,186845,4975,1377138
261,200924-GSE133854-all296-150-150,GSM3928523,12539,211823,6755,1708948
262,200924-GSE133854-all296-150-150,GSM3928524,12474,187967,6647,1625252
263,200924-GSE133854-all296-150-150,GSM3928525,8577,134397,4563,923209
264,200924-GSE133854-all296-150-150,GSM3928526,7948,132524,4794,1152658
265,200924-GSE133854-all296-150-150,GSM3928527,7702,140878,3949,1061361
266,200924-GSE133854-all296-150-150,GSM3928528,7289,146386,4269,1060274
267,200924-GSE133854-all296-150-150,GSM3928529,6911,115263,4176,803780
268,200924-GSE133854-all296-150-150,GSM3928530,8356,148552,4841,844702
269,200924-GSE133854-all296-150-150,GSM3928531,6334,134433,3782,840031
270,200924-GSE133854-all296-150-150,GSM3928532,6311,124562,3343,705369
271,200924-GSE133854-all296-150-150,GSM3928533,7065,139189,4211,908276
272,200924-GSE133854-all296-150-150,GSM3928534,6041,108889,3271,761453
273,200924-GSE133854-all296-150-150,GSM3928535,6431,137892,3648,633266
274,200924-GSE133854-all296-150-150,GSM3928536,5394,118038,3400,538708
275,200924-GSE133854-all296-150-150,GSM3928537,7404,118907,3006,1135664
276,200924-GSE133854-all296-150-150,GSM3928538,4563,92754,2507,599747
277,200924-GSE133854-all296-150-150,GSM3928539,7897,140640,4019,1035577
278,200924-GSE133854-all296-150-150,GSM3928540,6191,123720,3721,732873
279,200924-GSE133854-all296-150-150,GSM3928541,9402,155701,5185,1035190
280,200924-GSE133854-all296-150-150,GSM3928542,5612,118524,3836,489288
281,200924-GSE133854-all296-150-150,GSM3928543,4957,103758,3029,518399
282,200924-GSE133854-all296-150-150,GSM3928544,5749,105665,3183,560535
283,200924-GSE133854-all296-150-150,GSM3928545,4411,89501,2417,633834
284,200924-GSE133854-all296-150-150,GSM3928546,8569,154399,4720,956780
285,200924-GSE133854-all296-150-150,GSM3928547,6412,129646,3495,731177
286,200924-GSE133854-all296-150-150,GSM3928548,5808,113664,2851,612687
287,200924-GSE133854-all296-150-150,GSM3928549,8394,154473,4710,950265
288,200924-GSE133854-all296-150-150,GSM3928550,672,23045,571,175021
289,200924-GSE133854-all296-150-150,GSM3928551,6913,145436,3883,810665
290,200924-GSE133854-all296-150-150,GSM3928552,8941,150552,4609,984014
291,200924-GSE133854-all296-150-150,GSM3928553,305,11163,171,66443
292,200924-GSE133854-all296-150-150,GSM3928554,6734,123137,4016,630875
293,200924-GSE133854-all296-150-150,GSM3928555,10213,172324,5979,1104473
294,200924-GSE133854-all296-150-150,GSM3928556,6950,128209,3887,875198
295,200924-GSE133854-all296-150-150,GSM3928557,7238,147502,4610,883282
296,200924-GSE133854-all296-150-150,GSM3928558,9214,151142,4733,957549
297,200924-GSE133854-all296-150-150,GSM3928559,9218,151632,5332,1201870
298,200924-GSE133854-all296-150-150,GSM3928560,9101,161082,4516,1051856
299,200924-GSE133854-all296-150-150,GSM3928561,8298,151256,4828,860386
300,200924-GSE133854-all296-150-150,GSM3928562,8213,143879,4350,757863
301,200924-GSE133854-all296-150-150,GSM3928563,8533,136835,4405,796292
302,200924-GSE133854-all296-150-150,GSM3928564,7254,118013,3851,759580
303,200924-GSE133854-all296-150-150,GSM3928565,9128,158890,5124,1196019
304,200924-GSE133854-all296-150-150,GSM3928568,6448,164870,3742,346291
305,200924-GSE133854-all296-150-150,GSM3928569,4634,153225,3319,288014
306,200924-GSE133854-all296-150-150,GSM3928570,13034,249951,7528,1151979
307,200924-GSE133854-all296-150-150,GSM3928571,10726,213709,5878,767241
308,200924-GSE133854-all296-150-150,GSM3928572,10765,216897,6199,688305
309,200924-GSE133854-all296-150-150,GSM3928573,11424,220395,6117,718457
310,200924-GSE133854-all296-150-150,GSM3928574,1874,76382,1287,95823
311,200924-GSE133854-all296-150-150,GSM3928575,1466,71370,1014,87900
312,200924-GSE133854-all296-150-150,GSM3928576,2061,83035,1676,124122
313,200924-GSE133854-all296-150-150,GSM3928577,2683,82163,1352,106951
314,200924-GSE133854-all296-150-150,GSM3928578,7157,148165,3783,318537
315,200924-GSE133854-all296-150-150,GSM3928579,7416,146647,4100,308315
316,200924-GSE133854-all296-150-150,GSM3928584,7280,151181,4133,724965
317,200924-GSE133854-all296-150-150,GSM3928585,5345,124398,2850,482692
318,200924-GSE133854-all296-150-150,GSM3928586,6641,124790,2742,516342
319,200924-GSE133854-all296-150-150,GSM3928587,6233,121707,2726,470164
320,200924-GSE133854-all296-150-150,GSM3928588,7360,139124,3936,569834
321,200924-GSE133854-all296-150-150,GSM3928589,5367,114169,3007,333230
322,200924-GSE133854-all296-150-150,GSM3928590,5187,106553,2943,308980
323,200924-GSE133854-all296-150-150,GSM3928598,7262,125016,3699,697081
324,200924-GSE133854-all296-150-150,GSM3928599,6013,115229,3506,509958
325,200924-GSE133854-all296-150-150,GSM3928600,4750,84951,2264,394605
326,200924-GSE133854-all296-150-150,GSM3928601,3870,93296,2643,421846
327,200924-GSE133854-all296-150-150,GSM3928602,5632,102284,2933,447099
328,200924-GSE133854-all296-150-150,GSM3928603,6521,87710,2630,619636
329,200924-GSE133854-all296-150-150,GSM3928604,5807,92175,2899,388200
330,200924-GSE133854-all296-150-150,GSM3928605,7063,96876,2866,443416
331,200924-GSE133854-all296-150-150,GSM3928606,5701,95357,3014,399678
332,200924-GSE133854-all296-150-150,GSM3928607,5555,89915,2403,385330
333,200924-GSE133854-all296-150-150,GSM3928608,5894,83047,2481,412396
334,200924-GSE133854-all296-150-150,GSM3928609,4693,80862,2458,367370
335,200924-GSE133854-all296-150-150,GSM3928610,6397,87448,2726,456961
336,200924-GSE133854-all296-150-150,GSM3928611,7179,96832,2850,563757
337,200924-GSE133854-all296-150-150,GSM3928612,5173,125138,3144,667976
338,200924-GSE133854-all296-150-150,GSM3928613,6591,120780,2928,848891
339,200924-GSE133854-all296-150-150,GSM3928614,7326,135046,3646,599475
340,200924-GSE133854-all296-150-150,GSM3928615,6393,122019,2904,550820
341,200924-GSE133854-all296-150-150,GSM3928616,6780,124362,3422,664938
342,200924-GSE133854-all296-150-150,GSM3928617,10279,166665,5350,1492925
343,200924-GSE133854-all296-150-150,GSM3928618,7286,149981,3774,859731
344,200924-GSE133854-all296-150-150,GSM3928619,8334,157519,4536,1157993
345,200924-GSE133854-all296-150-150,GSM3928620,6338,130795,3044,834877
346,200924-GSE133854-all296-150-150,GSM3928621,6326,133199,3545,796996
347,200924-GSE133854-all296-150-150,GSM3928622,6112,103088,3092,578886
348,200924-GSE133854-all296-150-150,GSM3928623,5482,123503,2589,516806
349,200924-GSE133854-all296-150-150,GSM3928624,6978,129827,3429,737280
350,200924-GSE133854-all296-150-150,GSM3928625,7298,151105,3341,1017164
351,200924-GSE133854-all296-150-150,GSM3928626,8546,157365,5007,1055948
352,200924-GSE133854-all296-150-150,GSM3928627,6381,104655,3243,509840
353,200924-GSE133854-all296-150-150,GSM3928628,6706,128604,3807,585032
354,200924-GSE133854-all296-150-150,GSM3928629,3281,74387,2028,270985
355,200924-GSE133854-all296-150-150,GSM3928630,9131,167335,5310,1154068
356,200924-GSE133854-all296-150-150,GSM3928631,8418,156714,4646,897455
357,200924-GSE133854-all296-150-150,GSM3928632,4797,108572,2931,712462
358,200924-GSE133854-all296-150-150,GSM3928633,7500,117099,4802,723190
359,200924-GSE133854-all296-150-150,GSM3928634,8755,152944,5038,921402
360,200924-GSE133854-all296-150-150,GSM3928635,7086,109734,3313,612504
361,200924-GSE133854-all296-150-150,GSM3928636,1340,47069,881,64728
362,200924-GSE133854-all296-150-150,GSM3928637,6656,135024,3702,599428
363,200924-GSE133854-all296-150-150,GSM3928638,5587,88835,2747,364257
364,200924-GSE133854-all296-150-150,GSM3928639,887,23163,511,28030
365,200924-GSE133854-all296-150-150,GSM3928640,5274,105277,2454,473059
366,200924-GSE133854-all296-150-150,GSM3928641,8098,121287,4053,706471
367,201109-GSE136447-long508-149-149,GSM4050168,2923,66406,1869,313461
368,201109-GSE136447-long508-149-149,GSM4050233,2207,86764,1887,219936
369,201109-GSE136447-long508-149-149,GSM4050239,1880,58636,981,523583
370,201109-GSE136447-long508-149-149,GSM4050334,3158,93620,2345,523128
371,201109-GSE136447-long508-149-149,GSM4050461,3062,69590,2411,439361
372,201109-GSE136447-long508-149-149,GSM4050491,1644,70648,1852,312954
373,201109-GSE136447-long508-149-149,GSM4050535,4482,96044,2926,519889
374,201109-GSE136447-long508-149-149,GSM4050544,1487,55402,1453,75991
375,201109-GSE136447-long508-149-149,GSM4050546,4527,117972,2229,783994
376,201109-GSE136447-long508-150-150,GSM4050122,2916,71046,1912,462664
377,201109-GSE136447-long508-150-150,GSM4050123,2499,61686,1196,334111
378,201109-GSE136447-long508-150-150,GSM4050124,3050,88181,2170,266621
379,201109-GSE136447-long508-150-150,GSM4050125,2788,69841,1456,270883
380,201109-GSE136447-long508-150-150,GSM4050126,2571,61813,1355,384410
381,201109-GSE136447-long508-150-150,GSM4050127,3107,73555,1911,383581
382,201109-GSE136447-long508-150-150,GSM4050128,1951,48480,1231,306112
383,201109-GSE136447-long508-150-150,GSM4050129,5120,106013,2996,612502
384,201109-GSE136447-long508-150-150,GSM4050130,3161,74733,1861,407892
385,201109-GSE136447-long508-150-150,GSM4050131,3270,72633,1929,319211
386,201109-GSE136447-long508-150-150,GSM4050133,3796,66583,1815,562692
387,201109-GSE136447-long508-150-150,GSM4050134,3532,72395,1634,327211
388,201109-GSE136447-long508-150-150,GSM4050135,2851,84495,1600,278370
389,201109-GSE136447-long508-150-150,GSM4050136,649,22264,403,41302
390,201109-GSE136447-long508-150-150,GSM4050137,4641,97251,2845,349310
391,201109-GSE136447-long508-150-150,GSM4050138,3111,82211,2556,363922
392,201109-GSE136447-long508-150-150,GSM4050139,3104,87538,2163,314711
393,201109-GSE136447-long508-150-150,GSM4050140,3508,93344,1781,383477
394,201109-GSE136447-long508-150-150,GSM4050141,4854,124221,3038,710833
395,201109-GSE136447-long508-150-150,GSM4050142,2880,97683,1932,343135
396,201109-GSE136447-long508-150-150,GSM4050143,2853,80552,1604,174399
397,201109-GSE136447-long508-150-150,GSM4050144,4579,110109,2191,461378
398,201109-GSE136447-long508-150-150,GSM4050146,3096,74726,1398,212603
399,201109-GSE136447-long508-150-150,GSM4050147,3728,84713,1729,285522
400,201109-GSE136447-long508-150-150,GSM4050148,2802,80219,1692,359232
401,201109-GSE136447-long508-150-150,GSM4050149,4807,121551,2708,462396
402,201109-GSE136447-long508-150-150,GSM4050150,6023,141208,3141,942529
403,201109-GSE136447-long508-150-150,GSM4050151,3554,77553,1809,334125
404,201109-GSE136447-long508-150-150,GSM4050152,4137,84334,2115,260086
405,201109-GSE136447-long508-150-150,GSM4050153,2277,44267,1196,224498
406,201109-GSE136447-long508-150-150,GSM4050154,2220,48708,1072,352249
407,201109-GSE136447-long508-150-150,GSM4050155,2341,63633,1467,204157
408,201109-GSE136447-long508-150-150,GSM4050156,2188,61582,1019,194267
409,201109-GSE136447-long508-150-150,GSM4050157,2019,59514,1113,243833
410,201109-GSE136447-long508-150-150,GSM4050158,2262,58558,1435,289027
411,201109-GSE136447-long508-150-150,GSM4050159,2837,55566,1436,370041
412,201109-GSE136447-long508-150-150,GSM4050160,1422,50904,1129,203608
413,201109-GSE136447-long508-150-150,GSM4050161,1498,54293,1344,148155
414,201109-GSE136447-long508-150-150,GSM4050162,2849,60552,1414,251223
415,201109-GSE136447-long508-150-150,GSM4050163,1743,42544,930,190677
416,201109-GSE136447-long508-150-150,GSM4050164,4291,75848,2540,332588
417,201109-GSE136447-long508-150-150,GSM4050166,2828,55615,1289,372035
418,201109-GSE136447-long508-150-150,GSM4050167,3596,69800,1972,388149
419,201109-GSE136447-long508-150-150,GSM4050169,2802,65826,1497,191784
420,201109-GSE136447-long508-150-150,GSM4050170,3199,79852,2425,453855
421,201109-GSE136447-long508-150-150,GSM4050171,3945,75362,2311,534852
422,201109-GSE136447-long508-150-150,GSM4050172,2628,59797,1444,248849
423,201109-GSE136447-long508-150-150,GSM4050173,2634,55301,1445,323045
424,201109-GSE136447-long508-150-150,GSM4050174,3951,73156,2116,319538
425,201109-GSE136447-long508-150-150,GSM4050175,2771,72826,1571,311193
426,201109-GSE136447-long508-150-150,GSM4050176,1633,30029,758,340923
427,201109-GSE136447-long508-150-150,GSM4050177,1581,47816,1053,150246
428,201109-GSE136447-long508-150-150,GSM4050178,2126,47540,1006,162307
429,201109-GSE136447-long508-150-150,GSM4050179,2322,55002,1277,309107
430,201109-GSE136447-long508-150-150,GSM4050180,1469,48838,1233,125160
431,201109-GSE136447-long508-150-150,GSM4050181,2258,52993,1155,217989
432,201109-GSE136447-long508-150-150,GSM4050182,2143,53217,1102,308761
433,201109-GSE136447-long508-150-150,GSM4050183,1142,27348,695,219879
434,201109-GSE136447-long508-150-150,GSM4050184,2087,64245,1574,142933
435,201109-GSE136447-long508-150-150,GSM4050185,1494,39706,615,81756
436,201109-GSE136447-long508-150-150,GSM4050186,2081,59234,1781,193867
437,201109-GSE136447-long508-150-150,GSM4050187,3486,84663,1893,378076
438,201109-GSE136447-long508-150-150,GSM4050188,1356,52054,1261,100003
439,201109-GSE136447-long508-150-150,GSM4050189,2638,76005,1649,158043
440,201109-GSE136447-long508-150-150,GSM4050190,1890,60335,1205,137599
441,201109-GSE136447-long508-150-150,GSM4050191,1465,65200,1364,113678
442,201109-GSE136447-long508-150-150,GSM4050193,1612,65060,1140,120134
443,201109-GSE136447-long508-150-150,GSM4050194,2887,81842,2274,376208
444,201109-GSE136447-long508-150-150,GSM4050195,1467,63637,1460,174896
445,201109-GSE136447-long508-150-150,GSM4050196,1638,56357,1325,144192
446,201109-GSE136447-long508-150-150,GSM4050197,2312,76890,1917,162640
447,201109-GSE136447-long508-150-150,GSM4050198,2185,72534,1510,282915
448,201109-GSE136447-long508-150-150,GSM4050199,2779,80156,1917,158912
449,201109-GSE136447-long508-150-150,GSM4050200,1544,65722,1618,144402
450,201109-GSE136447-long508-150-150,GSM4050201,2651,80925,2239,283586
451,201109-GSE136447-long508-150-150,GSM4050202,1855,57136,1084,180471
452,201109-GSE136447-long508-150-150,GSM4050203,1571,52896,830,124633
453,201109-GSE136447-long508-150-150,GSM4050204,1983,56161,1166,148728
454,201109-GSE136447-long508-150-150,GSM4050205,1483,52245,1030,58125
455,201109-GSE136447-long508-150-150,GSM4050206,1568,53487,1416,109316
456,201109-GSE136447-long508-150-150,GSM4050208,2029,54749,1347,175428
457,201109-GSE136447-long508-150-150,GSM4050209,2154,58271,1074,158448
458,201109-GSE136447-long508-150-150,GSM4050210,2446,60949,1301,155767
459,201109-GSE136447-long508-150-150,GSM4050211,1770,49353,1257,137863
460,201109-GSE136447-long508-150-150,GSM4050212,1631,51133,807,103890
461,201109-GSE136447-long508-150-150,GSM4050213,1790,63847,1543,145579
462,201109-GSE136447-long508-150-150,GSM4050214,1790,66137,1146,160370
463,201109-GSE136447-long508-150-150,GSM4050215,1062,46745,1040,109799
464,201109-GSE136447-long508-150-150,GSM4050216,1813,76323,1194,181398
465,201109-GSE136447-long508-150-150,GSM4050217,2376,76467,1346,163291
466,201109-GSE136447-long508-150-150,GSM4050218,1714,51371,1132,119257
467,201109-GSE136447-long508-150-150,GSM4050219,1811,55710,1015,131617
468,201109-GSE136447-long508-150-150,GSM4050220,2412,71425,1500,163018
469,201109-GSE136447-long508-150-150,GSM4050221,1770,61194,1173,137220
470,201109-GSE136447-long508-150-150,GSM4050222,2199,71040,1465,220846
471,201109-GSE136447-long508-150-150,GSM4050223,1410,49891,905,123037
472,201109-GSE136447-long508-150-150,GSM4050224,1372,41872,754,109796
473,201109-GSE136447-long508-150-150,GSM4050225,1820,71212,1690,186039
474,201109-GSE136447-long508-150-150,GSM4050226,2417,70006,1835,155550
475,201109-GSE136447-long508-150-150,GSM4050227,4342,110531,2956,409094
476,201109-GSE136447-long508-150-150,GSM4050228,2705,98926,2128,241032
477,201109-GSE136447-long508-150-150,GSM4050229,2485,74592,1690,187422
478,201109-GSE136447-long508-150-150,GSM4050231,2400,76476,1768,164004
479,201109-GSE136447-long508-150-150,GSM4050232,1613,61960,1028,105878
480,201109-GSE136447-long508-150-150,GSM4050234,2144,69498,958,150506
481,201109-GSE136447-long508-150-150,GSM4050235,1349,51038,994,138018
482,201109-GSE136447-long508-150-150,GSM4050236,3367,90916,1840,230797
483,201109-GSE136447-long508-150-150,GSM4050237,2061,59314,1518,176257
484,201109-GSE136447-long508-150-150,GSM4050238,1954,48678,1369,181386
485,201109-GSE136447-long508-150-150,GSM4050240,3581,87834,2471,240077
486,201109-GSE136447-long508-150-150,GSM4050241,1774,66412,1420,191303
487,201109-GSE136447-long508-150-150,GSM4050242,1877,49110,1351,98937
